,Gene
3312,SERPINC1
3313,PPP1R16B
3314,NEFM
3315,GABRP
3316,CLCN4
3317,CYP19A1
3318,PRPH2
3319,TNFRSF14
3320,RASSF8
3321,GDF11
3322,LZIC
3323,SLC12A2
3324,NKX2-4
3325,BRIX1
3326,DNAJA3
3327,PRKAG2
3328,HDAC9
3329,DEFB4A
3330,MAN1B1
3331,REPS1
3332,C1QL3
3333,KCTD20
3334,SOX5
3335,KDM1A
3336,SLC38A7
3337,KITLG
3338,UEVLD
3339,TGFBR2
3340,HTR2C
3341,CPEB3
3342,PRKCZ
3343,TICAM2
3344,SEMA4B
3345,LAMC2
3346,CPLX3
3347,RBBP8
3348,TRIM47
3349,TRHR
3350,DHX9
3351,IFI35
3352,POMC
3353,GABBR1
3354,GREM1
3355,DNAJA1
3356,RBL2
3357,DUSP13
3358,BLOC1S2
3359,CSF3
3360,HSPG2
3361,CKAP4
3362,STUB1
3363,CXCL12
3364,FAM9B
3365,JDP2
3366,HOPX
3367,LY96
3368,RFC3
3369,CNMD
3370,CBARP
3371,CTXN3
3372,RXRA
3373,NUDT1
3374,CD2AP
3375,AICDA
3376,SMAD7
3377,FGFR3
3378,IL2RG
3379,EPAS1
3380,CEP85
3381,DLX4
3382,MMP9
3383,SMARCAL1
3384,ASF1B
3385,TAB2
3386,ADAMTS4
3387,PCBP3
3388,GNS
3389,PRLR
3390,PAK1IP1
3391,ACOD1
3392,SF3B4
3393,ICAM2
3394,CD2BP2
3395,FKTN
3396,CLK4
3397,DHX57
3398,RO60
3399,PKIA
3400,MFN2
3401,LINS1
3402,PTPRJ
3403,SSBP3
3404,MAFB
3405,SF3B3
3406,KCNK17
3407,BAG2
3408,TRPM6
3409,CD14
3410,NR4A1
3411,SLC30A7
3412,HADHA
3413,CCNA1
3414,CSNK2A1
3415,CUL5
3416,PEF1
3417,LGALS13
3418,DACH2
3419,PWWP3A
3420,RHAG
3421,PTPN13
3422,NPY1R
3423,DUOXA2
3424,PTGER2
3425,CSRP1
3426,NTSR2
3427,TELO2
3428,FLT3LG
3429,NCBP1
3430,STOML1
3431,CLCN3
3432,COMP
3433,CDC37
3434,CRYGS
3435,PPP2CA
3436,COPS5
3437,DIP2B
3438,FLNC
3439,SPTBN1
3440,COL10A1
3441,EIF4EBP3
3442,EZHIP
3443,HAX1
3444,GRIK3
3445,TAB1
3446,STK31
3447,IL36G
3448,IL17RB
3449,RTN1
3450,HSD17B10
3451,IL5
3452,PTGES
3453,PRMT9
3454,CFLAR
3455,ADAM17
3456,CD244
3457,MCHR1
3458,VIPR1
3459,SERPIND1
3460,CD79A
3461,RNF38
3462,TFRC
3463,GRPR
3464,NOS1AP
3465,CD3G
3466,CD38
3467,SHROOM1
3468,WWP2
3469,ECPAS
3470,BSDC1
3471,CA4
3472,KCNH1
3473,MAP3K14
3474,XPO1
3475,TPCN1
3476,LAMA3
3477,TMEM119
3478,IL12B
3479,RPAP1
3480,CLEC12A
3481,LAMB3
3482,PDZD4
3483,PLA2G6
3484,DHFR
3485,ARHGEF7
3486,HNRNPD
3487,TASOR2
3488,IL17B
3489,PCBD2
3490,TEKT3
3491,E2F3
3492,CHEK1
3493,UBE2C
3494,NT5C2
3495,OCM2
3496,BAZ2B
3497,CLPX
3498,NMB
3499,HRH4
3500,MLXIP
3501,GAB2
3502,SMCHD1
3503,SOCS2
3504,MCM9
3505,TGFBR1
3506,PCDHA1
3507,LGALSL
3508,IPO9
3509,PGF
3510,EHMT2
3511,BATF3
3512,PBK
3513,CYP4F2
3514,NNAT
3515,CCT8
3516,PCDH18
3517,BTRC
3518,ESRRA
3519,MAPK15
3520,SELENBP1
3521,SMAD4
3522,LILRA1
3523,GLB1
3524,HPS5
3525,ZBP1
3526,KCNJ6
3527,TRMT2A
3528,RP1L1
3529,PTGS2
3530,MAML2
3531,TNFRSF12A
3532,HMGCR
3533,SLC2A9
3534,DPF2
3535,PARM1
3536,SORCS1
3537,CDK2
3538,SAMD9
3539,HOXB5
3540,CKAP5
3541,TRH
3542,HCFC1
3543,CXCR2
3544,ILDR2
3545,PNP
3546,AGAP1
3547,TMA16
3548,CALML3
3549,FAM107A
3550,ABCA4
3551,ARMC7
3552,UBAP2L
3553,DKK3
3554,ACYP2
3555,DDC
3556,IL11
3557,FGFR4
3558,MAPK8IP3
3559,HK2
3560,RXFP3
3561,VSIG4
3562,MAP1LC3A
3563,CX3CR1
3564,CCL13
3565,CLDN1
3566,LIN28B
3567,DHX29
3568,LAG3
3569,CXCR5
3570,ZC3H12A
3571,EIF4A3
3572,CFTR
3573,LMO1
3574,FLI1
3575,BLNK
3576,GPR139
3577,MTRES1
3578,BAX
3579,CCT2
3580,MIEN1
3581,OPRD1
3582,YY1AP1
3583,OLFML3
3584,TREM1
3585,MUC4
3586,ANKK1
3587,LINGO2
3588,TRPM1
3589,FOXB1
3590,TP53BP1
3591,FAM126B
3592,DAXX
3593,RBMS3
3594,SLC25A17
3595,ABCF3
3596,VDAC1
3597,SYNCRIP
3598,RBBP7
3599,RLN2
3600,DAP
3601,HDAC3
3602,KLRB1
3603,COASY
3604,STYK1
3605,SNRPB
3606,PSPC1
3607,IL2RA
3608,NUP93
3609,FNDC5
3610,RHBDD2
3611,SPAG1
3612,TNFSF12
3613,SQLE
3614,CRYBG3
3615,MGAM
3616,MAP1B
3617,MALT1
3618,CCL15
3619,IGF2BP1
3620,FEZ1
3621,CEMIP2
3622,IFIT3
3623,IL10RA
3624,IL21R
3625,SP9
3626,CRHR1
3627,AGMAT
3628,EMP2
3629,CST4
3630,RNF26
3631,CD151
3632,RFPL3
3633,FADD
3634,ZNF449
3635,STK39
3636,TRIM67
3637,PROM2
3638,TRPC7
3639,NPY2R
3640,PPARG
3641,SELENOT
3642,CCDC6
3643,CCN4
3644,ZNF8
3645,CCL22
3646,PAX5
3647,RHOA
3648,PEA15
3649,TTK
3650,CD82
3651,ADGRL1
3652,AFM
3653,EIF4EBP2
3654,UBE2L3
3655,PER3
3656,SOX21
3657,POLD1
3658,FDPS
3659,INSRR
3660,LOXL2
3661,PRG2
3662,SERPINB9
3663,PITHD1
3664,DPPA2
3665,LILRA6
3666,FPR2
3667,SRY
3668,TSPAN14
3669,GPT
3670,RUVBL2
3671,TMEM39A
3672,TRAF6
3673,ABCA3
3674,PGBD1
3675,CXADR
3676,NECTIN3
3677,SDK2
3678,PLS3
3679,PDCD10
3680,POMT1
3681,FOLR2
3682,CLIC3
3683,PPP1R1B
3684,MYLK2
3685,SEC13
3686,PADI4
3687,DYRK1A
3688,GRIN2B
3689,MMP11
3690,PRM1
3691,GTF2I
3692,SMARCB1
3693,SUGCT
3694,APP
3695,RAVER1
3696,DNAH12
3697,GFPT1
3698,STX7
3699,GGT1
3700,CSPG4
3701,IL6
3702,MMP13
3703,IFNAR2
3704,CCNB3
3705,C5AR1
3706,ANGPTL8
3707,SERPINB2
3708,INHA
3709,TMEM185A
3710,DDIT4L
3711,DPM1
3712,PRRC2A
3713,NRP2
3714,VGLL3
3715,CACNA1D
3716,STAT5A
3717,CCNB2
3718,LZTS1
3719,CASR
3720,EPHA8
3721,PRKN
3722,ERLIN2
3723,PTPN22
3724,MMP21
3725,MAPK9
3726,XPNPEP1
3727,ULK1
3728,GABRA6
3729,ITGA6
3730,MSTN
3731,HCRTR1
3732,TRIP13
3733,ATXN2L
3734,PSMD3
3735,PC
3736,CACNG4
3737,SDC2
3738,U2AF2
3739,HCN3
3740,WDFY4
3741,GRM5
3742,NR5A2
3743,CLK3
3744,EDRF1
3745,CDA
3746,IQSEC1
3747,IRAK4
3748,EWSR1
3749,GLS2
3750,INPPL1
3751,SSTR3
3752,KLF12
3753,FN3KRP
3754,PLVAP
3755,BAIAP2
3756,NR6A1
3757,TLR9
3758,KCNU1
3759,PCDH20
3760,PIK3R1
3761,KDM8
3762,NEUROD1
3763,MTRF1
3764,LAMP2
3765,COL4A3
3766,CCL11
3767,HESX1
3768,NRDE2
3769,NT5E
3770,UHRF1
3771,TES
3772,SMAD2
3773,MEN1
3774,DCAF1
3775,PELO
3776,LOXL1
3777,CDKN2A
3778,AKT1
3779,SMARCA4
3780,PRG4
3781,PTBP2
3782,PIEZO1
3783,ATP6V1B1
3784,STK40
3785,HOXC11
3786,CCR5
3787,ADRA2B
3788,GATA2
3789,POLR2B
3790,E2F1
3791,HBG1
3792,CBLN4
3793,NDRG4
3794,PLP2
3795,AARSD1
3796,TSPO
3797,RAB7A
3798,FOXL2
3799,RAD54L
3800,PRDM6
3801,MEPCE
3802,KDM5B
3803,NRIP1
3804,FHL1
3805,GPHN
3806,HBEGF
3807,FLRT3
3808,MTERF2
3809,RLN1
3810,TLR5
3811,BCAM
3812,TAF1
3813,CSK
3814,POLDIP2
3815,CADM3
3816,PTAFR
3817,NPPA
3818,KRTCAP2
3819,CREB1
3820,WWOX
3821,BMP8A
3822,NUP98
3823,PDPN
3824,PTPRQ
3825,GAP43
3826,SLC1A5
3827,HSD11B2
3828,NOLC1
3829,PTGIS
3830,PHF6
3831,TEX30
3832,PAPSS1
3833,ECE1
3834,NUMB
3835,APAF1
3836,PDIA2
3837,ELFN1
3838,SEC16A
3839,DAB2
3840,SPATA4
3841,TNXB
3842,NR1H3
3843,PURB
3844,NIPSNAP1
3845,CKS2
3846,MED1
3847,LDB3
3848,CTH
3849,PSEN2
3850,DNAJB2
3851,CACNG3
3852,CDH23
3853,UTRN
3854,CPVL
3855,CBLN3
3856,INHBA
3857,CHEK2
3858,TRPC6
3859,ICAM4
3860,KCNJ11
3861,WASL
3862,EBP
3863,WDR77
3864,DDX55
3865,ZNF326
3866,WWTR1
3867,SEMA7A
3868,FGF21
3869,TGM4
3870,RBMX
3871,IDE
3872,SLC19A1
3873,SLC22A1
3874,NIPSNAP3A
3875,SERPINA5
3876,TMEM98
3877,FUS
3878,CMKLR1
3879,MRC1
3880,GPR135
3881,UPK2
3882,CHAMP1
3883,NF1
3884,PGAM5
3885,CEP55
3886,POU3F4
3887,APOBEC3G
3888,NLRP2
3889,DAB1
3890,ANK1
3891,CCDC136
3892,LGALS8
3893,ETV3
3894,STAT2
3895,CYP24A1
3896,PRPF8
3897,ABCC1
3898,RCOR1
3899,GABRA4
3900,CTSH
3901,JUP
3902,ATOH1
3903,NMU
3904,PPARA
3905,PTGS1
3906,CLEC6A
3907,TNFAIP8
3908,CFB
3909,RBM23
3910,KLHDC2
3911,ANKS6
3912,PHF12
3913,MAS1
3914,TMIGD2
3915,HOXB9
3916,FMN2
3917,TMEM201
3918,CDH13
3919,CYP1B1
3920,SACS
3921,CINP
3922,LTBP2
3923,ECHDC1
3924,GLS
3925,MZB1
3926,IL12A
3927,ARR3
3928,OLFM2
3929,SOX17
3930,SLC25A13
3931,SERPINB5
3932,RBM19
3933,MYO6
3934,IL22RA1
3935,TRPV6
3936,ADORA2B
3937,ITGA4
3938,UNC119
3939,ADNP
3940,RASA1
3941,IL17F
3942,SSTR2
3943,LGALS9
3944,SLC12A6
3945,ADAM10
3946,CDC25C
3947,PNPLA1
3948,CNOT1
3949,MITF
3950,TIMP2
3951,UBE2D2
3952,SMARCA5
3953,TOX4
3954,TPH1
3955,SDC3
3956,DOT1L
3957,SALL4
3958,PLAU
3959,POU2F2
3960,SIM2
3961,KDM4A
3962,HIVEP2
3963,MYH10
3964,TNFSF11
3965,PBX3
3966,NEK8
3967,CETP
3968,SLITRK5
3969,CCL16
3970,PCDHA9
3971,GLRA1
3972,REEP4
3973,MRTFA
3974,NOSTRIN
3975,ZNF142
3976,CLEC7A
3977,PTEN
3978,CTNNA1
3979,PRKCG
3980,KPNA2
3981,EN2
3982,CD55
3983,CES1
3984,AR
3985,LEP
3986,OBP2A
3987,KISS1R
3988,ATG10
3989,GDF15
3990,CTNND1
3991,MANEA
3992,GPATCH11
3993,KLRF1
3994,CCL1
3995,ZFX
3996,HES1
3997,RBX1
3998,CDH11
3999,HES4
4000,PRMT1
4001,CABP4
4002,CD207
4003,CLEC5A
4004,PELP1
4005,C8B
4006,TIAM1
4007,SLC22A2
4008,HPSE2
4009,MECOM
4010,KLHL4
4011,LEPROTL1
4012,HEXA
4013,CHST8
4014,CCNT1
4015,DRC1
4016,MYEF2
4017,PLIN1
4018,ZNF687
4019,CMA1
4020,EGR2
4021,BRIP1
4022,ENG
4023,TPPP
4024,PRKCH
4025,MOV10
4026,USP29
4027,PAIP2
4028,NF2
4029,RCN2
4030,ZCCHC17
4031,SOX1
4032,TMEM126A
4033,GLRA3
4034,TICRR
4035,GLYR1
4036,KCNJ16
4037,F7
4038,GPER1
4039,BOLL
4040,PFKFB3
4041,POPDC3
4042,KHDC3L
4043,OCRL
4044,MLXIPL
4045,SEPTIN6
4046,CLIC4
4047,OXSM
4048,TIRAP
4049,KAT5
4050,PRKCE
4051,NEK1
4052,CCDC7
4053,TNNI3
4054,MCM3AP
4055,ICAM3
4056,USP36
4057,STAT5B
4058,TMPO
4059,NR2C2
4060,DNAH5
4061,CDKN3
4062,ZNF177
4063,HELLS
4064,TBXAS1
4065,CILP2
4066,INHBB
4067,TNFSF15
4068,PRDM13
4069,SLITRK1
4070,AMH
4071,FEN1
4072,SOCS3
4073,ALG9
4074,SLC39A9
4075,FGF1
4076,HRH2
4077,CHRDL2
4078,ZDHHC22
4079,PKHD1
4080,SLC16A1
4081,SPRY2
4082,FUT3
4083,UBASH3B
4084,EIF4A1
4085,FOXJ2
4086,PAX3
4087,C6
4088,XCL2
4089,ZNF683
4090,DDX3Y
4091,CD2
4092,CHRM5
4093,ZBTB49
4094,KDM6B
4095,HCN2
4096,POU1F1
4097,OPALIN
4098,TICAM1
4099,SMAD1
4100,IGSF1
4101,HEATR3
4102,SOX8
4103,UBE2D1
4104,CENPF
4105,NEFL
4106,ZUP1
4107,GBE1
4108,CENPA
4109,SHARPIN
4110,GALK1
4111,CST5
4112,FCRL2
4113,HECTD4
4114,SLC25A31
4115,IMPG1
4116,FAM53C
4117,CRYZL1
4118,STIM1
4119,ZER1
4120,BCL2L12
4121,PGAP1
4122,PLXDC1
4123,TLR8
4124,AHRR
4125,DAZAP1
4126,NLRP9
4127,GCNT4
4128,TK1
4129,FGF13
4130,TCEANC
4131,IRGM
4132,FOXI1
4133,IKZF3
4134,FAT4
4135,SURF6
4136,NCAM1
4137,POU2F3
4138,ANGPTL2
4139,TMEM43
4140,ODR4
4141,CCR6
4142,RSPRY1
4143,AIRE
4144,CD6
4145,TLE6
4146,RASSF1
4147,FECH
4148,SHH
4149,TEK
4150,TRAFD1
4151,BCORL1
4152,HTR6
4153,PIKFYVE
4154,ZNF165
4155,ECRG4
4156,GRIN1
4157,APOBEC3C
4158,CHD5
4159,RRP1B
4160,MAPK8IP1
4161,PRDM15
4162,CASP2
4163,LAPTM4B
4164,AP1B1
4165,TLK2
4166,MPLKIP
4167,NEURL4
4168,CD93
4169,TOMM40
4170,PRTN3
4171,RETREG1
4172,RTKN2
4173,CDK5
4174,NPC1
4175,GCNT2
4176,SCN7A
4177,LCAT
4178,KCNQ1
4179,LONP1
4180,PRPF31
4181,PML
4182,RDM1
4183,CCKBR
4184,CALCB
4185,YTHDF3
4186,PRPSAP1
4187,APOBEC3F
4188,PPIC
4189,ABHD11
4190,IQGAP2
4191,ITGA2
4192,KCNN3
4193,GYS1
4194,MID2
4195,ATP10D
4196,BCL2A1
4197,AGRP
4198,EED
4199,SH2D2A
4200,MLANA
4201,CCDC27
4202,GABRA1
4203,PBX1
4204,CGAS
4205,MYO1E
4206,ADD1
4207,TIMM50
4208,MEIS2
4209,PLD1
4210,AHSG
4211,VEGFA
4212,CLEC2A
4213,CUBN
4214,IL20
4215,NPTX2
4216,ACPP
4217,DVL2
4218,CD200
4219,TTC12
4220,RAPGEF3
4221,BFSP2
4222,FBXO45
4223,PROSER1
4224,FGF9
4225,LATS1
4226,CCAR2
4227,MPDZ
4228,NCSTN
4229,NECTIN2
4230,RAD54L2
4231,WDR12
4232,CD274
4233,ANKRD6
4234,GNRH1
4235,IDH2
4236,TBX4
4237,SCPEP1
4238,EVI2B
4239,TJP1
4240,TRIM55
4241,ESM1
4242,CD3EAP
4243,KLK15
4244,PPP1R15B
4245,CYP1A2
4246,JMJD4
4247,HTRA2
4248,ANGPTL7
4249,TACC2
4250,ADIPOR2
4251,ANAPC1
4252,PTOV1
4253,TSPAN10
4254,OTX2
4255,NPPC
4256,RIPK3
4257,SPATA22
4258,GBP1
4259,ALCAM
4260,GALP
4261,HBZ
4262,ATOH8
4263,NEPRO
4264,NKAPD1
4265,DNAH11
4266,METTL16
4267,CALB1
4268,SPDYA
4269,SLC6A12
4270,ITGAL
4271,PYGM
4272,RLF
4273,GALR1
4274,LEPR
4275,MACC1
4276,CDC6
4277,SUMO4
4278,PENK
4279,LOX
4280,CNTN6
4281,DNAJB4
4282,ABCC3
4283,PSTPIP2
4284,AVPR2
4285,CHRNA5
4286,TUBB6
4287,LIFR
4288,PKNOX2
4289,NFATC4
4290,UBASH3A
4291,ANGPTL4
4292,GCKR
4293,KIAA1191
4294,ZMYND19
4295,VAX1
4296,MUC19
4297,ASCC3
4298,CMTM5
4299,INA
4300,ABAT
4301,LGR5
4302,SLC29A1
4303,MAPKAPK2
4304,KCNV1
4305,FNDC3A
4306,CR1
4307,SLMAP
4308,CAT
4309,SCG2
4310,UBTF
4311,NEDD4L
4312,TOP1
4313,LY75
4314,LGR4
4315,MEF2C
4316,PTGDR2
4317,HSF1
4318,ELF4
4319,GZMH
4320,SERPINB4
4321,FAP
4322,CPA5
4323,CASQ2
4324,CDK7
4325,SLC6A1
4326,PLIN2
4327,AFF1
4328,CCDC43
4329,DHRS2
4330,NEK4
4331,STK3
4332,HRH1
4333,ZFPL1
4334,NKX3-1
4335,NFATC2
4336,NUCB2
4337,TCEANC2
4338,PBDC1
4339,DRD3
4340,MPL
4341,PNPLA3
4342,KCNK4
4343,WNT2
4344,FER
4345,SSX2IP
4346,CD96
4347,CPS1
4348,OVOL2
4349,CDCP1
4350,DDIT3
4351,ATM
4352,WEE2
4353,SULF2
4354,NR5A1
4355,JAG1
4356,CEACAM3
4357,HSPB11
4358,RAP1A
4359,IKBKB
4360,PTPRF
4361,CTNND2
4362,THEMIS2
4363,SRC
4364,CTSG
4365,ACAP2
4366,MXD1
4367,AP2M1
4368,NR1H4
4369,TNFRSF10D
4370,CNNM3
4371,IL10
4372,DNAH10
4373,TSNAXIP1
4374,ADRB3
4375,SLC16A9
4376,XRCC5
4377,TNPO3
4378,IGHE
4379,TTC9C
4380,ZNF804A
4381,ADAMTS19
4382,ERP27
4383,KHK
4384,PTTG1
4385,HOXA11
4386,DERL3
4387,TIMM29
4388,RAB11FIP5
4389,IFITM1
4390,GRIK5
4391,LRRC3
4392,ISL1
4393,LRP6
4394,PUM3
4395,RAB11A
4396,FETUB
4397,TSPAN7
4398,ITPRID2
4399,PLCG1
4400,EPDR1
4401,EID1
4402,DCTN1
4403,MAPK3
4404,NCOA4
4405,PPFIA3
4406,TRPM2
4407,C8G
4408,RYR1
4409,ARRB1
4410,PECAM1
4411,SLAMF1
4412,FAT3
4413,TSSK1B
4414,NPAT
4415,CTRL
4416,IRAK1
4417,RASGRP1
4418,RAB8A
4419,PIK3CA
4420,UNC13A
4421,VPS13B
4422,NFE2L1
4423,EIF2AK4
4424,TKTL1
4425,LPCAT1
4426,STMN2
4427,SLC5A1
4428,DDX43
4429,SRSF1
4430,CCDC91
4431,TUBA4A
4432,DMWD
4433,CCL17
4434,VAV1
4435,AIM2
4436,UGT2B17
4437,SOST
4438,DUSP23
4439,PIM2
4440,ATRX
4441,GOLGA2
4442,ALPL
4443,COL4A2
4444,ZSCAN12
4445,SP110
4446,ART4
4447,CDCA7L
4448,IGSF3
4449,ELMOD2
4450,CD300E
4451,KLHL8
4452,MAP1S
4453,NOL4L
4454,EMP1
4455,PSRC1
4456,RABL6
4457,ADGRA2
4458,CLEC4D
4459,MTCL1
4460,SYNPO2
4461,CYTH2
4462,BCAR1
4463,BCL10
4464,PTPN2
4465,CFAP20
4466,CSNK2A2
4467,GREM2
4468,NEMP1
4469,CASP8AP2
4470,PDYN
4471,RUBCN
4472,RAB6C
4473,PRPS2
4474,PMCH
4475,CLDN7
4476,LRRC32
4477,SLC39A11
4478,FTO
4479,STX11
4480,VIP
4481,PTPA
4482,GAB1
4483,NXF1
4484,HOXA10
4485,RPRM
4486,TDRD3
4487,ADAMTS12
4488,WASHC4
4489,MSI2
4490,SREBF1
4491,SLC26A2
4492,SMOC1
4493,TNFSF18
4494,CLK2
4495,PTDSS1
4496,HSD17B1
4497,HOOK3
4498,TCOF1
4499,NAV1
4500,DCT
4501,EPCAM
4502,RASSF4
4503,HTT
4504,FGF10
4505,JAZF1
4506,ATF2
4507,TLR3
4508,PLG
4509,ERC1
4510,BATF
4511,SIRPA
4512,SHC1
4513,CLSTN3
4514,KCNAB3
4515,DCX
4516,CACNA1H
4517,NGF
4518,BTAF1
4519,MS4A1
4520,MTAP
4521,CUZD1
4522,PTBP1
4523,PMS1
4524,NRF1
4525,NUDCD1
4526,HOXA5
4527,CAVIN2
4528,IL1B
4529,PARP15
4530,PSMC2
4531,GSTM1
4532,UPK3A
4533,STAT1
4534,GSDMB
4535,NOTCH3
4536,MNX1
4537,HOXD9
4538,TRIM23
4539,HEATR5B
4540,ABCG1
4541,FBXO43
4542,BMPER
4543,PCNA
4544,NFE2L2
4545,HPGD
4546,UBD
4547,CNP
4548,VIPR2
4549,ITGB4
4550,RIDA
4551,CLN5
4552,ITGAD
4553,WNT5A
4554,EIF1B
4555,F2RL3
4556,FRA10AC1
4557,TRDC
4558,BCHE
4559,IL13RA2
4560,P2RY12
4561,CHD3
4562,RUNX2
4563,P2RY13
4564,EMC1
4565,C4B
4566,IKZF1
4567,ERG
4568,SMC3
4569,PAX8
4570,SIGLEC9
4571,SS18
4572,WRAP73
4573,MYB
4574,AOAH
4575,DDX1
4576,PPARGC1A
4577,KIR2DL4
4578,NLE1
4579,EMSY
4580,IDH1
4581,TLR2
4582,BNC1
4583,AP3D1
4584,F12
4585,RRM1
4586,ELK3
4587,IGFBP1
4588,MCHR2
4589,HDAC6
4590,CAMKV
4591,ACTN4
4592,MAGI1
4593,SMPDL3B
4594,HK1
4595,IL37
4596,CLEC4A
4597,CUL3
4598,HOXA9
4599,CHRNB3
4600,PKD2L1
4601,INMT
4602,SERPINA12
4603,YIPF5
4604,MYBL2
4605,GLDN
4606,TCF20
4607,SFRP1
4608,CYP27B1
4609,SERPINB7
4610,CD226
4611,CXCR1
4612,LRPPRC
4613,AHR
4614,DAG1
4615,FBLN2
4616,MYH2
4617,KATNA1
4618,DMBX1
4619,ITGB6
4620,VPS13A
4621,WWC1
4622,RALGPS1
4623,PARP3
4624,PMAIP1
4625,ACVR1B
4626,HDAC1
4627,CCDC86
4628,EIF4G1
4629,RSBN1
4630,PSIP1
4631,CDK16
4632,KCNH5
4633,SIMC1
4634,PPM1A
4635,GAS2L1
4636,TWIST2
4637,PUSL1
4638,CD101
4639,PGD
4640,NOD2
4641,METTL18
4642,ARC
4643,MYCN
4644,IRX1
4645,TRAF5
4646,NR0B2
4647,ALOX15
4648,KXD1
4649,HEXB
4650,MTREX
4651,CXCL5
4652,ZC3H18
4653,SLC43A2
4654,PI16
4655,CREG2
4656,CA9
4657,IGF1R
4658,RC3H2
4659,IFNW1
4660,THAP2
4661,TUFM
4662,EFHC2
4663,BRSK2
4664,ABTB1
4665,NLRP1
4666,TRIM28
4667,ITIH1
4668,SCN4B
4669,LIPG
4670,DACH1
4671,BRCA1
4672,SH3GLB2
4673,PGR
4674,GLI1
4675,APELA
4676,RPN1
4677,ENO2
4678,ANXA10
4679,TCEA3
4680,CD47
4681,PSMD1
4682,NQO2
4683,LIPA
4684,MPPED1
4685,CTTNBP2NL
4686,MVP
4687,WDR74
4688,FOXD2
4689,GHITM
4690,PDIA4
4691,DDX50
4692,CD36
4693,CA10
4694,HTR2B
4695,CNDP1
4696,CDC42BPG
4697,HSD17B2
4698,CARD9
4699,PROP1
4700,PER1
4701,EYA1
4702,FOXE3
4703,GKN1
4704,ESRRG
4705,PM20D2
4706,KLF17
4707,LILRA4
4708,AKT3
4709,NUDT16L1
4710,CLIC6
4711,PNMA1
4712,PKM
4713,MET
4714,PRKAR1A
4715,FCRLA
4716,SNAP25
4717,CNTROB
4718,LBP
4719,MINPP1
4720,FAM193A
4721,CDC20
4722,CEP128
4723,NR0B1
4724,ADORA3
4725,ADGRE1
4726,TUBB2A
4727,ZFAT
4728,TEX35
4729,RELT
4730,MSLN
4731,PFKP
4732,SP3
4733,NXT2
4734,MAPK8
4735,CDK8
4736,TNFSF4
4737,VEGFC
4738,FOLH1
4739,SAXO1
4740,CXCL13
4741,NACC2
4742,KLHL14
4743,FSTL3
4744,ITGA5
4745,PPP1R9B
4746,ROR1
4747,CXCL6
4748,RASGEF1C
4749,KIF11
4750,NPAS4
4751,COLQ
4752,CDK3
4753,ENTPD2
4754,ZBTB4
4755,MAGEA12
4756,NREP
4757,AMFR
4758,PTPRZ1
4759,DNAI1
4760,FES
4761,NTN1
4762,HPCAL1
4763,TFPI
4764,RTN4
4765,P4HB
4766,PAPPA
4767,CFAP47
4768,CYP2D6
4769,PRKAG1
4770,IL12RB1
4771,E4F1
4772,ASCL2
4773,ACTN1
4774,HMGN5
4775,MPO
4776,CALCR
4777,RSPO3
4778,USP10
4779,GRIA1
4780,MYO1F
4781,HDAC10
4782,IGBP1
4783,LGALS14
4784,PTGES3
4785,GRM1
4786,RBBP4
4787,GPRASP1
4788,ZNF76
4789,NUP62
4790,RFX4
4791,GNA11
4792,CALB2
4793,HNRNPUL1
4794,PIMREG
4795,FOXG1
4796,CSF1R
4797,SCAPER
4798,CCL20
4799,COL5A1
4800,NUDT21
4801,P2RY6
4802,MPP7
4803,CLEC9A
4804,CEACAM1
4805,KCNK13
4806,UNC45A
4807,PCCB
4808,TREML2
4809,HMGA1
4810,SLC11A2
4811,CDH16
4812,FUCA1
4813,ACE
4814,SHANK3
4815,CLNK
4816,ENPEP
4817,ANGPT1
4818,SIGMAR1
4819,TEFM
4820,SRD5A3
4821,CASP7
4822,PLK1
4823,GDNF
4824,PRKACB
4825,FAM161A
4826,RTCB
4827,COL25A1
