,Gene
1715,HNF1A
1716,GRHL2
1717,MAGEA11
1718,APOL3
1719,CD46
1720,MUC16
1721,NBPF3
1722,TPH2
1723,FABP3
1724,COL7A1
1725,PRKDC
1726,SLC40A1
1727,MMRN2
1728,S100A1
1729,GZMB
1730,TGM6
1731,BRCA2
1732,LILRB5
1733,ZNF827
1734,PER2
1735,FBXO33
1736,TCF4
1737,CHRNA6
1738,H3F3B
1739,STAR
1740,GNPAT
1741,SCRIB
1742,TBC1D22B
1743,CCR7
1744,LRATD2
1745,CCND1
1746,PSD
1747,PCDH17
1748,UNG
1749,CSPP1
1750,AKR1B1
1751,PLEKHA2
1752,BMP4
1753,CDH22
1754,BTK
1755,HAMP
1756,SATB2
1757,FNDC3B
1758,CHRNA7
1759,BCAR3
1760,CBX3
1761,CSRP3
1762,FAM131C
1763,SLC35E1
1764,SMO
1765,THBS2
1766,CCT6A
1767,CCNA2
1768,LONRF3
1769,TIMD4
1770,RILPL1
1771,SIRT1
1772,EFHC1
1773,DNM2
1774,POU3F3
1775,SLC25A1
1776,OPRM1
1777,ARRB2
1778,SYNM
1779,CD300C
1780,EPRS
1781,FSTL1
1782,RFX1
1783,ERBB3
1784,CTHRC1
1785,SRA1
1786,EMD
1787,XIRP1
1788,SPHK1
1789,AKAP4
1790,SEPTIN5
1791,TET1
1792,GLRA2
1793,OAS3
1794,ELOC
1795,LPAR5
1796,XRCC4
1797,CDH1
1798,CYP3A5
1799,ALDH1B1
1800,MDFIC
1801,PHB
1802,XRCC2
1803,SHLD2
1804,ZYG11B
1805,NCR1
1806,SNRNP200
1807,EGFL6
1808,PCDHB14
1809,CYP46A1
1810,OXTR
1811,SLC25A40
1812,DVL1
1813,BCL2L13
1814,FAM117B
1815,ZCCHC8
1816,DEK
1817,MMEL1
1818,CDX1
1819,SFSWAP
1820,HSF4
1821,ERCC4
1822,FFAR1
1823,B3GAT1
1824,ZMIZ2
1825,AXL
1826,PDGFD
1827,LMX1B
1828,PLIN5
1829,PLK4
1830,DDX28
1831,HAVCR1
1832,RRM2
1833,MCAM
1834,BBC3
1835,JPT2
1836,TSPAN31
1837,SH2D1B
1838,CXCR4
1839,DCLK1
1840,LRRC15
1841,MTHFR
1842,IFNB1
1843,RPF1
1844,CCNY
1845,TRO
1846,APLNR
1847,TIE1
1848,ABO
1849,ANXA8
1850,CCDC141
1851,CARD14
1852,ATP6V1H
1853,ZNF408
1854,MAPK7
1855,LANCL1
1856,USP53
1857,NOTCH2
1858,REXO2
1859,TGFB1I1
1860,PPP1R37
1861,NFKB1
1862,TNFRSF13B
1863,PPP1R7
1864,NUTF2
1865,DAPK1
1866,TMEM100
1867,PITPNB
1868,LRIF1
1869,DBN1
1870,VAMP5
1871,ALYREF
1872,MYO18B
1873,FGFR2
1874,NTS
1875,SIGIRR
1876,P4HA1
1877,IHH
1878,LIPE
1879,KCNJ1
1880,WNT1
1881,ECD
1882,ALOX5
1883,IFNGR1
1884,ELANE
1885,ADCY2
1886,TSPY1
1887,EFTUD2
1888,ZNF639
1889,MCTS1
1890,CACUL1
1891,ZEB1
1892,TRAF3
1893,SMOC2
1894,OLR1
1895,SOAT1
1896,CCDC14
1897,SMAD3
1898,CPSF6
1899,SMARCC1
1900,MTNR1A
1901,NEUROD2
1902,NTF3
1903,OPRK1
1904,MAP3K15
1905,NEK3
1906,CREB5
1907,TMPRSS13
1908,SLC2A3
1909,RELA
1910,ERG28
1911,STAB1
1912,PITX2
1913,VDAC2
1914,IL5RA
1915,PRR11
1916,OGG1
1917,TENT5B
1918,GJA5
1919,CYP27A1
1920,EFNB2
1921,NDRG2
1922,KDR
1923,POU4F3
1924,SEZ6L2
1925,TNFRSF1A
1926,HOXB6
1927,NOTCH1
1928,CXCL11
1929,CD5
1930,CARF
1931,PTX3
1932,TM9SF4
1933,RIPK2
1934,FXR2
1935,P2RX7
1936,SMC4
1937,HMX2
1938,AIMP2
1939,PTGDR
1940,SPAAR
1941,MAP3K7CL
1942,ST14
1943,TMEM120B
1944,CCL19
1945,DISP1
1946,GCGR
1947,RC3H1
1948,TMEM14C
1949,STIL
1950,NCEH1
1951,VHL
1952,FLII
1953,DSG2
1954,SIX1
1955,BCCIP
1956,SLC1A1
1957,FBXO25
1958,STAT4
1959,PPM1D
1960,SH3BGRL2
1961,CAV2
1962,TAFA4
1963,APCDD1
1964,MBNL1
1965,KCTD9
1966,P2RY14
1967,SLC25A39
1968,FURIN
1969,CAD
1970,BIRC2
1971,CCN5
1972,WNT3A
1973,CLCN5
1974,UGT1A9
1975,EIPR1
1976,HOXB13
1977,MAP1A
1978,EOMES
1979,MAGEB2
1980,APMAP
1981,CCR4
1982,EMX2
1983,PRKCQ
1984,PIWIL1
1985,SPATS2
1986,HTR7
1987,HEATR6
1988,DIS3
1989,RIMS3
1990,ATL3
1991,TTC23
1992,NOA1
1993,RBBP5
1994,VCAM1
1995,HSPA4
1996,CCL8
1997,SH3BP5L
1998,SH2B2
1999,RBM15
2000,SESN3
2001,GAA
2002,STS
2003,ATPSCKMT
2004,IFNL2
2005,USP38
2006,TFAP2B
2007,SLCO1C1
2008,IFIT1
2009,GLI2
2010,CYSLTR1
2011,MTFR1L
2012,AKR1C3
2013,ZNF469
2014,HAVCR2
2015,GPBP1L1
2016,TEX11
2017,PRKACA
2018,FUT8
2019,MS4A2
2020,KCNJ8
2021,FGF7
2022,RSPO2
2023,P2RX1
2024,IRF4
2025,CARTPT
2026,SHBG
2027,CNTNAP3
2028,TG
2029,BNC2
2030,HTRA1
2031,CCL25
2032,AJAP1
2033,PGAP2
2034,GPR63
2035,FRMD6
2036,NFX1
2037,METTL3
2038,PLCB1
2039,KIF5B
2040,GPN2
2041,CEACAM8
2042,P4HA3
2043,FCRL1
2044,ANKRD17
2045,ALX1
2046,TGFBR3
2047,MPZ
2048,NIBAN1
2049,PHF10
2050,SWT1
2051,STK11
2052,CRYGC
2053,KCNH6
2054,ANXA3
2055,NOX1
2056,CCDC137
2057,WT1
2058,NEDD9
2059,SLFN11
2060,CUTA
2061,GRP
2062,AOX1
2063,ACKR3
2064,PICALM
2065,FEZF1
2066,SLCO1B3
2067,SLCO2B1
2068,GOLPH3
2069,FGF4
2070,AP2A1
2071,TRUB1
2072,SCAF4
2073,KRAS
2074,ARRDC3
2075,IRF2BPL
2076,CDC34
2077,ZNF281
2078,SERPINI2
2079,PRRX1
2080,VSTM2L
2081,RPAP3
2082,ITGAM
2083,SPIN1
2084,ERMAP
2085,BEAN1
2086,IL3
2087,DDX6
2088,MAPT
2089,IL4R
2090,ACP5
2091,GADD45G
2092,ZSCAN26
2093,LHCGR
2094,HEPACAM
2095,GPR162
2096,IL31
2097,CLEC14A
2098,DDX10
2099,NFAT5
2100,SDHA
2101,FCRL3
2102,FST
2103,STAT6
2104,TONSL
2105,TRPM3
2106,ABCC8
2107,IRGQ
2108,PTGER3
2109,MYO5B
2110,MFSD5
2111,HECA
2112,ZCCHC2
2113,SOCS1
2114,RHEB
2115,WASHC3
2116,ZIC2
2117,CTSC
2118,LAMC1
2119,NR1I2
2120,GPR137
2121,SH3RF2
2122,SEMA3D
2123,IL1RN
2124,INSL3
2125,MT1A
2126,TEC
2127,BCL11B
2128,UNC5A
2129,MINDY1
2130,SNX15
2131,ADAMTS1
2132,SPO11
2133,SLC2A4
2134,BTNL2
2135,PPIF
2136,DRD5
2137,GNAI2
2138,MCCC1
2139,STK32A
2140,GCH1
2141,SPN
2142,OPN1LW
2143,TOP2B
2144,IL13RA1
2145,LPIN1
2146,NVL
2147,OTUB1
2148,USP9Y
2149,CEP170
2150,HTR4
2151,LPXN
2152,RNF121
2153,MAL
2154,MTOR
2155,TRIM27
2156,HLX
2157,SEC23B
2158,COIL
2159,EPHA4
2160,MSH2
2161,NRXN2
2162,KNSTRN
2163,CTBP2
2164,WDR37
2165,MYH4
2166,PACC1
2167,CCDC124
2168,ELAC2
2169,BTBD9
2170,COQ8A
2171,DHRS1
2172,RERG
2173,AGTR1
2174,LACRT
2175,TSG101
2176,PEG10
2177,PLEC
2178,MC3R
2179,GJB1
2180,ATF6
2181,ZEB2
2182,GTPBP10
2183,HOXB4
2184,CALR3
2185,SLC24A4
2186,PSD3
2187,SENP6
2188,SLC11A1
2189,CLEC4C
2190,PALMD
2191,PDCD6IP
2192,EPB41L3
2193,PODXL
2194,BCKDK
2195,KCNJ15
2196,ZNF341
2197,SCG5
2198,SPATA5L1
2199,SEPTIN9
2200,PROX1
2201,TGM1
2202,INSL4
2203,PDE4A
2204,LRRC20
2205,NOD1
2206,AMOT
2207,DYNC1H1
2208,CSF2RB
2209,DOK7
2210,KDM5D
2211,FCN2
2212,MST1
2213,TREX2
2214,IGFN1
2215,BFSP1
2216,RITA1
2217,TESK2
2218,RAD51
2219,RHOH
2220,ERCC3
2221,HES6
2222,DNPEP
2223,CHRM1
2224,EPHX2
2225,BMP2K
2226,CCL23
2227,MAD2L1
2228,EGLN3
2229,ADAMDEC1
2230,ANXA5
2231,FBXO42
2232,PTGER4
2233,FGF23
2234,EIF2AK3
2235,PRKCA
2236,AP2A2
2237,PDE5A
2238,SMPD3
2239,STAC3
2240,NECAB2
2241,ADIPOQ
2242,GABRG2
2243,PSMB5
2244,PCDH8
2245,DST
2246,NLRP3
2247,DPAGT1
2248,SLFN5
2249,TAC1
2250,CMSS1
2251,EPG5
2252,TMPRSS11E
2253,OCLN
2254,GLI3
2255,ACVR1
2256,WBP2
2257,BAK1
2258,SBNO1
2259,SERPINF2
2260,MTCH2
2261,POGZ
2262,TRIM65
2263,EGR3
2264,GIPC2
2265,WFS1
2266,SLIT2
2267,NGDN
2268,RUBCNL
2269,SPAG5
2270,NSUN5
2271,DPP8
2272,NFKB2
2273,CD83
2274,MAPK12
2275,SLC15A1
2276,FIP1L1
2277,CFAP46
2278,UBE2I
2279,LRCH1
2280,OSGIN1
2281,SLC6A5
2282,COL2A1
2283,TXNDC9
2284,SLC26A3
2285,LRRC38
2286,SNX1
2287,MRTFB
2288,DPYD
2289,LRRTM1
2290,NOS3
2291,ITGA2B
2292,MAP2K4
2293,PRPS1
2294,FABP7
2295,LMBR1L
2296,CYBB
2297,SLC9A3R1
2298,BRAF
2299,ENPP3
2300,UBR5
2301,ADRA1B
2302,IMPDH2
2303,TUBB
2304,VLDLR
2305,RAB27A
2306,FZR1
2307,OTOF
2308,HNF1B
2309,HSPBP1
2310,MEIS1
2311,OGFR
2312,CMYA5
2313,MEST
2314,SGSH
2315,RECQL
2316,ZC3HAV1L
2317,SORT1
2318,NEK2
2319,ADAM8
2320,DNAJB5
2321,UBE2D3
2322,GZMA
2323,PHB2
2324,ZC3H12D
2325,YES1
2326,MYH9
2327,SMARCE1
2328,BLK
2329,CCL26
2330,LRP5
2331,MAP4K4
2332,GNRHR
2333,PDLIM2
2334,IFIH1
2335,WDFY3
2336,PCID2
2337,JAM2
2338,TAP1
2339,LPAR6
2340,PHLDA3
2341,CD68
2342,SYT16
2343,POGLUT2
2344,SRPX
2345,UBE4B
2346,BID
2347,POLR2G
2348,HPSE
2349,EN1
2350,DMRT2
2351,KLF14
2352,MKRN3
2353,SNX27
2354,EPHB2
2355,SAMHD1
2356,SMURF1
2357,ACVRL1
2358,DHX34
2359,MAPRE2
2360,MAB21L1
2361,CD7
2362,GIMAP8
2363,RPE65
2364,GPR4
2365,ALDH2
2366,LGR6
2367,HIF1A
2368,ATP7A
2369,ATPAF1
2370,MICA
2371,IGF2BP2
2372,PIK3CG
2373,TENT5C
2374,USP7
2375,PROC
2376,HRAS
2377,AP3B2
2378,RAB28
2379,PI4KA
2380,ELMOD1
2381,SPZ1
2382,SLC22A4
2383,TNS2
2384,ZMPSTE24
2385,GRIN2C
2386,TM4SF5
2387,RIOX1
2388,EYA4
2389,GABRR3
2390,NXPH4
2391,ABL1
2392,PTGIR
2393,CXCL9
2394,CCDC170
2395,SNRPD3
2396,CSF2RA
2397,ZPR1
2398,NXPH2
2399,EPHA2
2400,DNAH8
2401,KCNRG
2402,CUL1
2403,SIN3A
2404,PRKCD
2405,EPS8L3
2406,TBP
2407,LTBR
2408,PDE6H
2409,EGFL7
2410,SIRT7
2411,TNFRSF8
2412,N4BP2
2413,BCL11A
2414,ID4
2415,ATXN2
2416,HSD17B6
2417,SYP
2418,ARNT
2419,UGT1A1
2420,TOP3B
2421,MELK
2422,DNAJC10
2423,TXNRD1
2424,RAC1
2425,ERCC6
2426,CHFR
2427,GRWD1
2428,NELL1
2429,AAMP
2430,FCMR
2431,TSPAN8
2432,BAAT
2433,DICER1
2434,IL3RA
2435,SCGN
2436,KCNF1
2437,EIF2S1
2438,DEFA6
2439,NBL1
2440,IKBKG
2441,HPD
2442,HDAC8
2443,MME
2444,URGCP
2445,MLF1
2446,LYN
2447,ABCD3
2448,MSR1
2449,APOM
2450,ENKUR
2451,NCR3
2452,ITGAV
2453,CD1C
2454,SELPLG
2455,GRIK4
2456,RUNX1T1
2457,SDHB
2458,NKRF
2459,STXBP5
2460,CNTLN
2461,TOM1L2
2462,CRY2
2463,LRP2
2464,MYO5A
2465,NOP2
2466,ULK2
2467,NR2E3
2468,FLT4
2469,MSC
2470,ARNTL
2471,CCNE1
2472,CLSTN1
2473,MLH1
2474,XPO6
2475,CHODL
2476,FMO5
2477,DIRAS3
2478,ZBTB25
2479,TFAP2A
2480,IFRD1
2481,ZFYVE21
2482,ROR2
2483,LAIR1
2484,ALDH3A2
2485,KAT2A
2486,ZBTB21
2487,DEPTOR
2488,SOX30
2489,PPM1H
2490,TECPR1
2491,GSTO1
2492,TGFA
2493,SLC29A3
2494,TOLLIP
2495,TPX2
2496,POLR2A
2497,HERC6
2498,GRIN2D
2499,STXBP4
2500,ADGRB2
2501,LBH
2502,EZH2
2503,CAMK1
2504,KCNN4
2505,KPNA6
2506,CASS4
2507,TTI1
2508,PON2
2509,TSC1
2510,GH1
2511,MDC1
2512,PREP
2513,HPGDS
2514,GSR
2515,GHSR
2516,SEMA4C
2517,PPP4R4
2518,HOXC13
2519,SAPCD2
2520,FANCC
2521,KCNH2
2522,EIF1AY
2523,ALKBH5
2524,ECHS1
2525,GYG2
2526,BST1
2527,ADRA2C
2528,RFC5
2529,IL18BP
2530,ANGPTL3
2531,ATXN7L2
2532,SPIB
2533,TCF7
2534,HSPD1
2535,SINHCAF
2536,TBX5
2537,SIGLEC7
2538,HCN4
2539,SLC2A2
2540,AIP
2541,CYHR1
2542,CBLIF
2543,TGFB3
2544,TTC4
2545,BEX2
2546,CACNG5
2547,FCGR2B
2548,MKNK1
2549,CCR2
2550,ABCD4
2551,ITGA3
2552,GPR85
2553,BRDT
2554,CNTNAP1
2555,UTP23
2556,BICRAL
2557,SLC9A3
2558,GLCCI1
2559,RETN
2560,MCTP2
2561,WEE1
2562,KCNMA1
2563,CD302
2564,RILPL2
2565,KLF16
2566,GPN1
2567,TBX21
2568,SSTR5
2569,GAD2
2570,GSK3A
2571,NES
2572,MAL2
2573,FAT2
2574,PRICKLE1
2575,PPARD
2576,DAZL
2577,SLC37A4
2578,SLC6A3
2579,TUBB2B
2580,TOP2A
2581,ARID3B
2582,KCNS1
2583,SH2D1A
2584,MARK2
2585,LRRC3B
2586,CISD2
2587,DKC1
2588,CHAF1A
2589,SRF
2590,NFATC1
2591,FREM2
2592,RTN4IP1
2593,BDKRB1
2594,PBLD
2595,AFAP1L2
2596,KCNK16
2597,SIAE
2598,MFGE8
2599,IFNA2
2600,EPHB4
2601,PORCN
2602,CHRAC1
2603,NRSN1
2604,EBI3
2605,NTMT1
2606,CCDC50
2607,VSNL1
2608,SSRP1
2609,EPHA7
2610,ACTBL2
2611,C3AR1
2612,CDK4
2613,ISOC2
2614,RETREG3
2615,SYVN1
2616,ABCC12
2617,RAPGEF6
2618,TGM3
2619,CYSLTR2
2620,DNAJB12
2621,SVEP1
2622,TIGIT
2623,ZC3H7A
2624,ATG7
2625,CARD11
2626,FCAR
2627,LAMP3
2628,KEAP1
2629,GLIPR2
2630,CRK
2631,ADGRE5
2632,RASD2
2633,SOHLH2
2634,OPRL1
2635,APEX2
2636,GPR37L1
2637,PYM1
2638,PYCARD
2639,ATG2A
2640,SUPV3L1
2641,EPHB1
2642,AMACR
2643,ABCA7
2644,CDK1
2645,PRL
2646,SOX9
2647,YTHDC2
2648,MALL
2649,GDF7
2650,IKBKE
2651,THRB
2652,MMP14
2653,TRPM4
2654,RNF167
2655,CAVIN3
2656,SLC25A10
2657,NCF2
2658,SLC17A6
2659,FIBP
2660,PRKCB
2661,DISC1
2662,GPR83
2663,IL10RB
2664,SLC2A1
2665,EIF1AD
2666,BMPR1A
2667,ZFHX4
2668,MAPK14
2669,SAMD5
2670,KCNJ2
2671,CCKAR
2672,NAV2
2673,BACE1
2674,ZBTB16
2675,CTNNAL1
2676,SP1
2677,LATS2
2678,AUNIP
2679,SLC1A3
2680,RTL1
2681,SH3BGR
2682,GSDMC
2683,FOXA1
2684,RIC8A
2685,NME1
2686,CYBC1
2687,NDUFAB1
2688,ITPR3
2689,CD248
2690,GLA
2691,SIGLEC6
2692,SF3B1
2693,COCH
2694,BIK
2695,SIAH1
2696,MAFF
2697,SPINK7
2698,DHODH
2699,MAP7D1
2700,FAM168A
2701,PHF21B
2702,RGS5
2703,TMEM192
2704,TMEM209
2705,AKAP11
2706,NECTIN1
2707,IL2RB
2708,USP27X
2709,GPRC5B
2710,STC2
2711,ZNF410
2712,FIBCD1
2713,GALE
2714,PANK2
2715,TRPM7
2716,PDHA1
2717,CCND3
2718,PCDH11Y
2719,ASCL1
2720,HTR1D
2721,AVPR1A
2722,JRK
2723,SND1
2724,ABCA1
2725,SIRPG
2726,PHLPP1
2727,SHMT1
2728,CUL4B
2729,LAD1
2730,BUB1
2731,EDN1
2732,GP5
2733,NHLH2
2734,CPB2
2735,BDNF
2736,NCK1
2737,TAC3
2738,BCL2L11
2739,NPPB
2740,CPT1A
2741,GIMAP4
2742,DAP3
2743,POMGNT1
2744,MMADHC
2745,SMOX
2746,UPK3B
2747,ROCK1
2748,FBXW7
2749,IL34
2750,IFI44L
2751,NUMA1
2752,OGDH
2753,PTP4A3
2754,NUP153
2755,ZNF829
2756,SCRN1
2757,AP1S3
2758,PLA2R1
2759,BANK1
2760,SLC7A11
2761,GPR158
2762,TH
2763,DLG1
2764,F11R
2765,TAL2
2766,FOXP2
2767,TBR1
2768,MRE11
2769,NAP1L4
2770,STAU2
2771,CFAP43
2772,CASK
2773,INPP5D
2774,RRP15
2775,SNX16
2776,SEMA3F
2777,SMURF2
2778,NCF4
2779,TNIP1
2780,DNASE1L3
2781,TSBP1
2782,P4HTM
2783,TNMD
2784,SNCA
2785,PPP1R1C
2786,ITPR1
2787,CD44
2788,APEX1
2789,IL16
2790,KCNK6
2791,NCS1
2792,MAN2B1
2793,PLA2G5
2794,ZCCHC3
2795,KCNC4
2796,SLC5A7
2797,MOB4
2798,NAAA
2799,ABCC2
2800,MLPH
2801,TBXA2R
2802,CDKL3
2803,KCNK3
2804,SV2C
2805,ORC6
2806,STEAP4
2807,RRAD
2808,RREB1
2809,DIP2A
2810,IRF5
2811,TNFRSF11A
2812,KMO
2813,ARL8B
2814,MAD1L1
2815,IL12RB2
2816,BCAN
2817,TMEM200A
2818,CYFIP2
2819,ADTRP
2820,GABRB3
2821,CRYBG1
2822,RIPOR1
2823,SLC7A5
2824,RASD1
2825,BRD4
2826,NRN1
2827,TET2
2828,RAF1
2829,SPON1
2830,CHRM3
2831,INCA1
2832,PAEP
2833,STRIP1
2834,ADORA1
2835,HABP2
2836,FHL2
2837,SHFL
2838,EDIL3
2839,TMEM33
2840,ATL2
2841,CDK9
2842,CRKL
2843,AKTIP
2844,SDC4
2845,KHSRP
2846,ATXN1
2847,MCM5
2848,CTLA4
2849,ETV1
2850,F8
2851,MEIS3
2852,MPZL1
2853,APPBP2
2854,MAP3K5
2855,CBL
2856,DLG4
2857,PRR14L
2858,FAIM
2859,NRK
2860,FMOD
2861,MSN
2862,PRNP
2863,ADGRA1
2864,PLA2G7
2865,SLC35G2
2866,CCRL2
2867,VAV3
2868,FUT4
2869,VSIR
2870,BAD
2871,PTH2R
2872,APOB
2873,P2RY1
2874,GAD1
2875,DDX27
2876,MRAP
2877,BCL2
2878,AURKA
2879,PTGFRN
2880,SIGLEC11
2881,NLGN3
2882,BLM
2883,TPPP3
2884,NUP107
2885,TERT
2886,ABI3BP
2887,ATIC
2888,DPF3
2889,SPOCK1
2890,TINAG
2891,DNAH1
2892,HUWE1
2893,TRAF3IP3
2894,DTX1
2895,MITD1
2896,UQCC3
2897,ARG2
2898,TRPC3
2899,GAGE1
2900,FGF19
2901,CD34
2902,RBM27
2903,ZMIZ1
2904,STH
2905,MIIP
2906,SIRT2
2907,TRAF4
2908,IPO5
2909,TYRO3
2910,VTCN1
2911,IQGAP1
2912,ENTPD1
2913,BMPR2
2914,NXN
2915,PTK6
2916,ZNF280C
2917,KCNA4
2918,MAPK8IP2
2919,DRAM1
2920,CDH2
2921,ILK
2922,SMARCA1
2923,TMEM106B
2924,ZBED9
2925,UFC1
2926,MAX
2927,BMP5
2928,CHRNB2
2929,MAP3K7
2930,BAG6
2931,JAK1
2932,SPPL2A
2933,SSTR1
2934,PAK2
2935,RUNX1
2936,GMDS
2937,ROCK2
2938,CANX
2939,ITGB2
2940,JAK3
2941,SFXN1
2942,JAK2
2943,UBE3A
2944,CLEC16A
2945,CDC14A
2946,QPCTL
2947,F13A1
2948,CRB2
2949,TSPAN4
2950,CDH6
2951,PDHB
2952,GXYLT2
2953,ERVFRD-1
2954,FBXW11
2955,HERC2
2956,CASP10
2957,AIFM1
2958,NPTN
2959,SLITRK2
2960,AIF1L
2961,KIF2C
2962,CD4
2963,BCR
2964,DAO
2965,GYPA
2966,ALOX12
2967,DNAJC9
2968,ADGRB1
2969,HGH1
2970,ZNF592
2971,IL1A
2972,TYK2
2973,FUBP3
2974,KCNJ13
2975,TNFRSF21
2976,NEXN
2977,FAIM2
2978,CDKN1C
2979,ZSCAN20
2980,TTPA
2981,DUSP6
2982,FRAS1
2983,FOXRED1
2984,MCM7
2985,KCNQ4
2986,SRSF2
2987,ATG16L1
2988,CACNA1C
2989,AMER1
2990,ZSCAN1
2991,CD163
2992,FOXP4
2993,MPHOSPH9
2994,RRAS
2995,EGR4
2996,DHX30
2997,DMD
2998,ARX
2999,GPR149
3000,TLR6
3001,HPCA
3002,SLC4A1
3003,P2RX4
3004,PHLDB3
3005,APOBEC3B
3006,GABRQ
3007,TFPI2
3008,PLN
3009,TNFSF10
3010,EXO1
3011,POU3F1
3012,TBX19
3013,POLB
3014,IGF1
3015,IL11RA
3016,IL21
3017,SQSTM1
3018,MRC2
3019,TNFRSF11B
3020,CEP112
3021,GTPBP4
3022,RIPK1
3023,LTK
3024,TNR
3025,SNTB2
3026,RGS4
3027,COL4A1
3028,HMMR
3029,CCND2
3030,SORCS2
3031,GOT1
3032,ABCB6
3033,CYP2A6
3034,RNF180
3035,NSD2
3036,GDF3
3037,RORC
3038,COL11A1
3039,TRPS1
3040,ANPEP
3041,TLR10
3042,NEFH
3043,NDP
3044,DDX19A
3045,CGNL1
3046,HEATR5A
3047,DHCR7
3048,DNM1
3049,BMP8B
3050,SOX18
3051,C1QBP
3052,PTCD2
3053,ERRFI1
3054,CD109
3055,CCN1
3056,LDLR
3057,NAT2
3058,LPAR3
3059,NPR3
3060,RNASEL
3061,FOXO1
3062,GPR174
3063,CD8A
3064,BACH2
3065,MYCL
3066,SULT1A1
3067,CDHR1
3068,CGRRF1
3069,MYLK3
3070,TEDC1
3071,CDX2
3072,ADGRE2
3073,ANXA2
3074,DUSP28
3075,GABRA5
3076,MC4R
3077,SETDB1
3078,MPI
3079,PXN
3080,PABPC1L
3081,CCL18
3082,FASN
3083,NOL4
3084,GANAB
3085,CASZ1
3086,SAMD4A
3087,THAP11
3088,GIGYF1
3089,CYP11A1
3090,ADIPOR1
3091,SERPINH1
3092,AURKB
3093,GTF3C1
3094,PROCR
3095,ATF3
3096,PHETA1
3097,TMEM9B
3098,CDCA3
3099,CABYR
3100,AKT2
3101,KCNH3
3102,CBR1
3103,LMO2
3104,ZNF768
3105,GATA3
3106,MFAP5
3107,GRAMD1A
3108,PDE4B
3109,MAGEA10
3110,ACTL7A
3111,PRKCI
3112,C1QTNF9
3113,PID1
3114,DPP4
3115,PANX2
3116,HNRNPM
3117,TSPAN3
3118,TRPV4
3119,ANKRD40
3120,SLC17A8
3121,LDLRAD4
3122,TCF7L2
3123,PARD3
3124,POR
3125,SDAD1
3126,INSC
3127,LILRA2
3128,IL18RAP
3129,KMT2A
3130,SLC30A8
3131,PAK1
3132,ADGRD1
3133,IMMT
3134,CYCS
3135,F11
3136,CTTN
3137,CORT
3138,VSX2
3139,DDX51
3140,HTR1E
3141,CCDC61
3142,DACT2
3143,PTK7
3144,GART
3145,HSD3B1
3146,PCDH10
3147,THBD
3148,CDC123
3149,SPATA16
3150,SLITRK4
3151,S1PR1
3152,VSTM1
3153,GPR34
3154,ITGB7
3155,NTRK1
3156,DDX39B
3157,SLC17A5
3158,GTPBP1
3159,SPICE1
3160,CDK18
3161,CTNNB1
3162,MYO1B
3163,SOX6
3164,IL18
3165,NRSN2
3166,NT5DC3
3167,CRYBB3
3168,REEP6
3169,FANCD2
3170,LIF
3171,DDX31
3172,SPI1
3173,TBK1
3174,TMEM45B
3175,ATF1
3176,GJB6
3177,FRMD7
3178,CIDEC
3179,TSSC4
3180,CRHR2
3181,NRAS
3182,CPXM2
3183,IL22
3184,PIBF1
3185,SPATA7
3186,ACACB
3187,GRB2
3188,ESF1
3189,YY1
3190,RNASEH2B
3191,FCRL5
3192,HOXB7
3193,FOXP3
3194,POLR2H
3195,TCL1A
3196,LIM2
3197,CD1E
3198,CEP19
3199,TPMT
3200,CHRNB1
3201,GUCY1A2
3202,SNAI2
3203,HBS1L
3204,IL1RAP
3205,IRS4
3206,EIF2AK2
3207,EEF1A2
3208,GCLM
3209,NTPCR
3210,TNFRSF13C
3211,CSE1L
3212,CHD7
3213,HSPB3
3214,SNTG2
3215,PSMC5
3216,NDRG1
3217,SLC18A2
3218,ICOS
3219,AQP5
3220,ZAN
3221,CCDC102B
3222,C1RL
3223,ASH2L
3224,RAG1
3225,CFP
3226,SLC20A2
3227,C5
3228,SPATA5
3229,DNTT
3230,ADGRG5
3231,GPR17
3232,PAGE4
3233,CD1D
3234,CDH3
3235,MYCBP
3236,TUSC2
3237,MDM1
3238,CYP1A1
3239,HTR1A
3240,EGLN1
3241,ADRA1A
3242,SMARCA2
3243,SULF1
3244,CCT3
3245,CAPN1
3246,ENOX2
3247,PRKD1
3248,TACR1
3249,RBM38
3250,RELB
3251,ORAI3
3252,CRNN
3253,FILIP1L
3254,LRRC47
3255,NTN4
3256,PROM1
3257,IL15
3258,TDRD7
3259,CLDN5
3260,HOXD10
3261,PCK1
3262,LRRK2
3263,NOX4
3264,DIS3L2
3265,NDNF
3266,PCDHA2
3267,RMND1
3268,XRCC6
3269,ZSCAN16
3270,GPBP1
3271,FDFT1
3272,PAX1
3273,NIFK
3274,PTPN1
3275,COMT
3276,NAIF1
3277,ATAD3A
3278,CBX5
3279,IFNGR2
3280,ACAP1
3281,C9
3282,PRMT5
3283,CORO1C
3284,APOL2
3285,RAB9A
3286,DRD2
3287,CNTNAP4
3288,HHLA2
3289,IL24
3290,IL26
3291,PGM1
3292,SH3BP5
3293,BARHL2
3294,TRAF3IP2
3295,HFE
3296,CPEB2
3297,NPFFR2
3298,FCER1A
3299,MUC5B
3300,FABP2
3301,ELK1
3302,IL13
3303,VASP
3304,CRIPT
3305,USP6
3306,SHOX
3307,LAMP1
3308,SLC17A7
3309,CKAP2
3310,NKX2-3
3311,XPO7
