,Gene
3318,HEATR5B
3319,BICRAL
3320,HSPA9
3321,EMC4
3322,CCT8
3323,NPM3
3324,HGF
3325,HIPK3
3326,CD79B
3327,SMOX
3328,RSRC1
3329,TCEANC2
3330,HK2
3331,PRMT9
3332,CTTN
3333,MGMT
3334,DNAJB5
3335,CD40
3336,NAA16
3337,MUC4
3338,UBR5
3339,MZB1
3340,CLK4
3341,HTRA2
3342,IPP
3343,SAT2
3344,SNX15
3345,ZC3H7A
3346,KCNK4
3347,RC3H1
3348,PABPC1L
3349,STK11
3350,CRB2
3351,IL17RA
3352,TAF1
3353,TET1
3354,CCDC50
3355,UBE2T
3356,ACAP1
3357,CENPA
3358,MAEA
3359,STK35
3360,CXCR4
3361,PLK1
3362,SLC5A2
3363,EGFL8
3364,TCP1
3365,RAPGEF6
3366,VPS37B
3367,LRCH1
3368,SLC3A2
3369,DDIT3
3370,GRK2
3371,VCL
3372,CLIC3
3373,GALNS
3374,PIMREG
3375,IL36G
3376,SQLE
3377,FCRL2
3378,MAD1L1
3379,HS6ST2
3380,RARA
3381,NAP1L3
3382,SHH
3383,SFPQ
3384,PPP1R16B
3385,ZFAT
3386,NCBP1
3387,PIEZO2
3388,LRRC15
3389,PYGB
3390,NSUN2
3391,ANXA3
3392,UBE2C
3393,CXCL11
3394,GPR34
3395,CCDC113
3396,PPID
3397,GSK3B
3398,NKAPL
3399,DMWD
3400,RSPO2
3401,PAWR
3402,SOD1
3403,GNB3
3404,CXCR1
3405,HMGA1
3406,ENTPD1
3407,FAP
3408,EID1
3409,DGAT1
3410,PNOC
3411,CD46
3412,CSF2RA
3413,TYK2
3414,IL10
3415,RGS4
3416,CCDC62
3417,PRKD3
3418,MED1
3419,MAP1LC3A
3420,TTC23
3421,NRSN2
3422,SMARCAD1
3423,MYH10
3424,CASP10
3425,KIT
3426,PXN
3427,FUT4
3428,CCDC136
3429,MAOA
3430,PDGFB
3431,FANCD2
3432,RORC
3433,GRIK4
3434,NCOR2
3435,CHAD
3436,ZNF410
3437,DNPEP
3438,POU2F2
3439,SH2D1A
3440,TCIM
3441,KDM3A
3442,RHBDD2
3443,SPIN1
3444,CAPN3
3445,TTK
3446,SPIN3
3447,NUP153
3448,FH
3449,GLA
3450,MYH9
3451,AKTIP
3452,CHD5
3453,CH25H
3454,ADRB2
3455,HPSE
3456,NAP1L5
3457,TECPR1
3458,GPER1
3459,ILF3
3460,RAB11A
3461,PUSL1
3462,MAX
3463,GTPBP4
3464,TEKT3
3465,EPHA4
3466,KCTD5
3467,ATM
3468,CSF3
3469,PDX1
3470,NTRK2
3471,CCKAR
3472,REST
3473,IFIT3
3474,TSPYL5
3475,XPO1
3476,IKZF1
3477,PDK1
3478,UBA1
3479,RIOX1
3480,CD96
3481,DOT1L
3482,SEC13
3483,MSI1
3484,INPPL1
3485,TLR9
3486,SOX9
3487,PIK3CG
3488,FAF2
3489,ZMYM3
3490,EHMT1
3491,NBN
3492,CCL25
3493,TNFSF8
3494,EDNRA
3495,FMN1
3496,UBE3A
3497,KCNK15
3498,LAMC1
3499,FCMR
3500,CST7
3501,RILPL2
3502,SOCS3
3503,KLK4
3504,USP27X
3505,PDE6H
3506,PM20D1
3507,SCML2
3508,CSNK1G1
3509,LRRC20
3510,RELT
3511,NT5C2
3512,PRDM6
3513,RBX1
3514,TM9SF4
3515,MT1A
3516,SLC26A3
3517,KCNU1
3518,GATA6
3519,PGBD1
3520,STXBP5
3521,ASTN2
3522,RASD2
3523,IL15RA
3524,FCGR3A
3525,SAMD4A
3526,PROM2
3527,PRL
3528,ANKRD6
3529,SPRY2
3530,PAX8
3531,HSPA4
3532,PRCP
3533,PLSCR1
3534,SH2B2
3535,KMO
3536,TCEANC
3537,ABCD1
3538,GP5
3539,MYCBP
3540,LPIN1
3541,CCDC6
3542,FN3KRP
3543,GCLM
3544,ARHGEF7
3545,LAMP3
3546,MAP1A
3547,DDX39B
3548,ABCB4
3549,INPP5D
3550,CASS4
3551,MDM2
3552,IGF2R
3553,PLA2R1
3554,ABCC4
3555,XPC
3556,KCNH4
3557,SH3BP5
3558,AP1M1
3559,SOCS2
3560,DDI2
3561,TSC2
3562,CDH11
3563,OCLN
3564,ALYREF
3565,CYP46A1
3566,TONSL
3567,DPF3
3568,ZFHX4
3569,CDH2
3570,KCNJ2
3571,PDE2A
3572,PRKAB1
3573,ERMAP
3574,TBC1D22B
3575,SSTR5
3576,HIVEP2
3577,TSPAN8
3578,ITPR3
3579,FDPS
3580,CD151
3581,ADA
3582,DNAH14
3583,IGF1R
3584,GPR137
3585,AHRR
3586,CCDC14
3587,REXO2
3588,TP53BP1
3589,PECAM1
3590,GABBR2
3591,PSMC5
3592,RRAD
3593,SCN7A
3594,AP1S3
3595,ABL1
3596,APOBEC3G
3597,BSDC1
3598,CGAS
3599,C1RL
3600,FAM3A
3601,ANGPT1
3602,ADRA1B
3603,JPH1
3604,TGFBR3
3605,PTPRF
3606,ANGPTL2
3607,MOB4
3608,GRWD1
3609,SCAF4
3610,SPIB
3611,LILRB1
3612,AIMP2
3613,ODR4
3614,NXF1
3615,UBE2L3
3616,WDR55
3617,KDR
3618,OSR2
3619,RUNX3
3620,KLF16
3621,LTB4R
3622,CD44
3623,IL12A
3624,THEM6
3625,ATL2
3626,S100A3
3627,ANPEP
3628,ZNF469
3629,MCM5
3630,LINGO2
3631,RIPK4
3632,TNFRSF9
3633,SEMA3F
3634,ROR2
3635,CASK
3636,SOX17
3637,CD3E
3638,GSX2
3639,CPSF6
3640,GPN2
3641,LPAR6
3642,PSEN1
3643,PROCR
3644,CA4
3645,PCBD1
3646,IFITM1
3647,RANBP9
3648,TLR3
3649,ANKHD1
3650,ATL3
3651,EPHA1
3652,SFXN2
3653,ZYX
3654,SLC7A5
3655,MOG
3656,EFTUD2
3657,CBARP
3658,CRIPT
3659,ICAM4
3660,ANKRD13A
3661,APOBEC3F
3662,ACAP2
3663,NR4A1
3664,NMNAT1
3665,CDKN3
3666,CYREN
3667,MLANA
3668,SPART
3669,NT5DC3
3670,ITGB3
3671,LTBR
3672,UNG
3673,GPHN
3674,FCAR
3675,ITPKA
3676,TMPRSS13
3677,SLC6A3
3678,RUFY2
3679,SLAMF6
3680,DISC1
3681,SCGN
3682,DAB2
3683,ABHD11
3684,AXIN2
3685,KCNMA1
3686,U2AF2
3687,ZBTB48
3688,KCNJ15
3689,TG
3690,NQO1
3691,NKRF
3692,GBA
3693,SLC6A12
3694,SLC20A2
3695,CX3CL1
3696,CREBBP
3697,PPP1R15B
3698,PSTPIP2
3699,NEK6
3700,PLEKHH2
3701,ZPR1
3702,GNRH1
3703,NLRP1
3704,NUP107
3705,CYHR1
3706,SPHK1
3707,N4BP2
3708,AFG1L
3709,CTNNB1
3710,EPS8L3
3711,HDAC4
3712,TRPV4
3713,P2RY14
3714,ZNF76
3715,FOXA1
3716,PGD
3717,TRAP1
3718,RETREG1
3719,SCIMP
3720,ATP2A2
3721,NFE2L2
3722,ADRA2A
3723,HSPB11
3724,NEDD9
3725,AGAP1
3726,RNF39
3727,MPDU1
3728,MTCL1
3729,SNX11
3730,PTGS1
3731,DAZL
3732,RBL2
3733,ALPK1
3734,PLIN5
3735,KDM6A
3736,TRIB2
3737,PNPLA2
3738,METTL18
3739,BRD3
3740,TTI1
3741,PARD3
3742,CLEC4C
3743,TGFBR2
3744,IL18R1
3745,TRIM28
3746,BRINP1
3747,NFATC3
3748,TPBG
3749,FGF13
3750,SYNCRIP
3751,TNFSF11
3752,SLC25A10
3753,SH3TC2
3754,NDNF
3755,PHGDH
3756,PTCD2
3757,BMPR1B
3758,LOXL2
3759,TXNDC16
3760,ITGAV
3761,HSD3B1
3762,KLHL1
3763,CPA6
3764,CDKN2B
3765,HDAC5
3766,CALCR
3767,TNK2
3768,G6PD
3769,EBI3
3770,CLK2
3771,DRC1
3772,OSGIN1
3773,MITF
3774,RAD52
3775,SEMA7A
3776,CRYBG3
3777,DHDDS
3778,SLCO2B1
3779,CCT2
3780,NAA15
3781,RTN1
3782,SOSTDC1
3783,CYFIP2
3784,NECAB2
3785,PCCB
3786,HPCA
3787,NR6A1
3788,HOXB13
3789,FGR
3790,MCPH1
3791,PTCD1
3792,CXCL13
3793,MAP4K5
3794,WNT5B
3795,SPON2
3796,ADORA3
3797,CD200
3798,SH3BGR
3799,SPA17
3800,BMP7
3801,DHRS1
3802,SNX16
3803,RRM2
3804,LY75
3805,COPS5
3806,IKBKE
3807,RCN2
3808,THYN1
3809,TFE3
3810,TTC12
3811,LTB4R2
3812,RAB28
3813,DDX55
3814,SPATA22
3815,KLRG1
3816,CD248
3817,MAP1S
3818,MUC5B
3819,BIK
3820,HHEX
3821,SORT1
3822,LY96
3823,PRRG2
3824,UQCC3
3825,FBLN5
3826,FOXM1
3827,CD302
3828,TNFRSF1B
3829,PNPLA3
3830,TINAG
3831,PALB2
3832,MAPK1
3833,HSD11B1
3834,C5
3835,TSPOAP1
3836,IVNS1ABP
3837,CCL16
3838,VEGFD
3839,EGFL7
3840,IGSF3
3841,EZH1
3842,CCND1
3843,CCDC51
3844,TRMT2A
3845,IFRD1
3846,PCDH11X
3847,TOR1A
3848,SSRP1
3849,BVES
3850,PROSER1
3851,LPXN
3852,VGF
3853,ALOX5
3854,PSMD1
3855,RORB
3856,SETD4
3857,GPRASP1
3858,TOP2A
3859,CPB2
3860,MYD88
3861,SLC7A7
3862,RTN4
3863,DPAGT1
3864,KAT2A
3865,NUDT16L1
3866,MKRN3
3867,CARM1
3868,EPB41L3
3869,SYNPO2
3870,SSTR2
3871,NES
3872,PROX1
3873,TNFRSF10D
3874,NOTCH3
3875,E4F1
3876,UGT1A4
3877,CYP3A5
3878,UCN
3879,FOXO1
3880,TIMD4
3881,ITGAD
3882,ADD1
3883,PTPN6
3884,LRPPRC
3885,NEK4
3886,DDX21
3887,STIM1
3888,CMTM8
3889,IRGQ
3890,EDRF1
3891,JAK1
3892,KLF4
3893,STYK1
3894,PCSK1
3895,TXNRD1
3896,STEAP4
3897,GIMAP8
3898,FNDC3B
3899,CDC123
3900,SLITRK5
3901,CUTA
3902,GRB2
3903,MNX1
3904,SLC1A2
3905,ITGAM
3906,PRKN
3907,TSC1
3908,FCRL5
3909,TIGIT
3910,DAXX
3911,HGH1
3912,FBP1
3913,SEC14L3
3914,MEIS3
3915,ORC6
3916,HECTD4
3917,RAD50
3918,FBXW7
3919,DHX29
3920,PKIA
3921,ERBB2
3922,AICDA
3923,ARID3B
3924,CNMD
3925,ENO2
3926,BDKRB2
3927,SIGLEC6
3928,UBE2D2
3929,MYLK3
3930,CEP55
3931,SDC2
3932,MS4A2
3933,DDX51
3934,C6
3935,ZNF346
3936,HCFC1
3937,GBF1
3938,TNFSF12
3939,CDCA2
3940,SMYD3
3941,STAP1
3942,SLCO1C1
3943,CCNE1
3944,GPR55
3945,CD5
3946,TMUB2
3947,FAIM2
3948,CXCL2
3949,TENT5C
3950,ATF6
3951,GRIN1
3952,CRKL
3953,PURB
3954,NECTIN1
3955,YAP1
3956,GSR
3957,STMN1
3958,SMO
3959,FREM1
3960,ZC3H12A
3961,FBXO45
3962,CPT1A
3963,PPP4R1
3964,ACYP2
3965,DDX25
3966,LIPG
3967,TFPI2
3968,ANKS1A
3969,BMPR2
3970,GTPBP1
3971,METTL2A
3972,GPR162
3973,ZDHHC17
3974,STX7
3975,HSPA2
3976,TSHR
3977,CEP128
3978,KCNJ10
3979,CHRNA7
3980,ADCYAP1
3981,CIP2A
3982,EDIL3
3983,CTSA
3984,PDIA4
3985,NEK11
3986,NGFR
3987,TMEM45A
3988,GPT
3989,MTREX
3990,STK3
3991,KLHL8
3992,HDAC10
3993,BCKDK
3994,PDIA3
3995,MBNL1
3996,PTGFRN
3997,ITGB1BP2
3998,STRIP2
3999,CCNA1
4000,CGNL1
4001,GNL2
4002,TNFRSF21
4003,ZNF296
4004,CSE1L
4005,GMEB2
4006,TREX2
4007,IL2RA
4008,SART1
4009,RASSF3
4010,TIGD5
4011,SOAT1
4012,AXL
4013,TNFRSF10A
4014,TMEM201
4015,TSPAN18
4016,MCM3
4017,ETV6
4018,ERCC5
4019,ELN
4020,PKNOX2
4021,SLC25A1
4022,VDAC2
4023,SAFB
4024,TPX2
4025,GIPC1
4026,MAPRE2
4027,EIF1B
4028,ICAM1
4029,IL1RL2
4030,KCNK6
4031,MZF1
4032,POLE
4033,PC
4034,PRRC2A
4035,PVR
4036,TRIM21
4037,EVI5
4038,RPA3
4039,RREB1
4040,DDX31
4041,MTR
4042,PIM2
4043,IL34
4044,OTUB1
4045,CCDC80
4046,CXCL5
4047,PARP11
4048,AP2A1
4049,LIPF
4050,CRYZ
4051,SUMO4
4052,HIPK2
4053,INPP4B
4054,GRAMD1A
4055,CDHR1
4056,ERFE
4057,CORO1C
4058,PLAGL2
4059,FOXA2
4060,POLR2H
4061,EREG
4062,ABCB1
4063,SLITRK4
4064,TRPM7
4065,DCTN1
4066,PCDHB14
4067,DIRAS3
4068,CARD14
4069,ARMH3
4070,CHRNA6
4071,PLA2G7
4072,BCL10
4073,BLK
4074,TNFRSF10B
4075,CSPG4
4076,IKBKG
4077,PTCH1
4078,CD2AP
4079,INHBB
4080,PPP2R3C
4081,OXTR
4082,STK39
4083,ENG
4084,IGSF9B
4085,WDR12
4086,SMOC2
4087,TOR3A
4088,LASP1
4089,NUP98
4090,ZNF408
4091,CCL15
4092,NTSR1
4093,ARG2
4094,CFDP1
4095,KPNA6
4096,SGSH
4097,SMTN
4098,ZNF177
4099,HAP1
4100,ARHGAP35
4101,MYO1F
4102,AQP9
4103,PTGES3
4104,MMP21
4105,NMU
4106,KCNN3
4107,TUSC2
4108,ANKZF1
4109,WRN
4110,CAT
4111,DLX4
4112,FST
4113,PHB2
4114,NFATC1
4115,KCNA5
4116,NEK3
4117,ZNF106
4118,GBX2
4119,PTGES
4120,SCPEP1
4121,ACSL4
4122,ABCG1
4123,TNFRSF11A
4124,APLN
4125,MAK
4126,PIK3CA
4127,IL17RB
4128,TRPM2
4129,TBL2
4130,MICA
4131,CDH13
4132,PLEC
4133,AKT2
4134,KCNN4
4135,XRCC1
4136,ALK
4137,WFDC1
4138,OLFM1
4139,ANXA2
4140,DVL3
4141,SUGP2
4142,CTRL
4143,PBK
4144,GPBP1L1
4145,KCNH2
4146,RAPGEF3
4147,SNAP47
4148,DLL3
4149,KIF5B
4150,MRFAP1L1
4151,MTERF2
4152,LCAT
4153,AMER1
4154,PPIF
4155,PBXIP1
4156,SS18
4157,EPHA10
4158,TEX14
4159,NTMT1
4160,APOM
4161,APAF1
