,Gene
1719,SLAMF8
1720,FAM53C
1721,SEL1L
1722,CD36
1723,HOXA11
1724,SYK
1725,FGF7
1726,HHLA2
1727,PGR
1728,ZIC2
1729,PMAIP1
1730,CYCS
1731,SEMA4D
1732,SURF6
1733,INSC
1734,EBP
1735,SNTG2
1736,CD79A
1737,CLNK
1738,SIGLEC7
1739,CEP44
1740,TAS2R38
1741,HCK
1742,VIP
1743,ALG9
1744,INA
1745,F2RL1
1746,DHCR24
1747,ACTN2
1748,MMP14
1749,TP73
1750,NTPCR
1751,CCR7
1752,SRD5A1
1753,DCAF1
1754,EGFR
1755,BCL6B
1756,C3AR1
1757,MAS1
1758,MFF
1759,ETV1
1760,NCOA2
1761,CEP170
1762,IFNAR2
1763,NTN1
1764,TMEM33
1765,METTL16
1766,ZNF827
1767,SOD3
1768,CC2D1A
1769,LRBA
1770,ETV3
1771,STRIP1
1772,KRTCAP2
1773,CHUK
1774,HLX
1775,CACNA1H
1776,LATS1
1777,TNR
1778,NAAA
1779,CDH16
1780,SHMT2
1781,MAP2K4
1782,LAIR1
1783,LRRC59
1784,IGF1
1785,PTPN22
1786,PLIN2
1787,COL18A1
1788,CD160
1789,CA9
1790,HEATR6
1791,SLC35G2
1792,GRM7
1793,EPHX2
1794,NUDT21
1795,ACP5
1796,BCL6
1797,SRC
1798,BIRC2
1799,PTEN
1800,GYS1
1801,EPHA8
1802,SIGMAR1
1803,DPP8
1804,NUDCD2
1805,MPI
1806,MYNN
1807,CELSR2
1808,DNAJA1
1809,CLDN5
1810,CORIN
1811,ID4
1812,VDAC1
1813,MAN2B1
1814,UBE4B
1815,RPF1
1816,KCNF1
1817,ZMPSTE24
1818,RNF43
1819,IL10RA
1820,CD207
1821,SSTR1
1822,JAK2
1823,GADD45A
1824,TRPC6
1825,PRKCA
1826,PI4KA
1827,GSTZ1
1828,NOD2
1829,GRN
1830,ZC3H18
1831,CCR9
1832,PDE4B
1833,LENG8
1834,IRF2BP1
1835,LSM12
1836,RPUSD2
1837,TEK
1838,CCL19
1839,ZER1
1840,EIF4A1
1841,TRIM25
1842,SIM2
1843,TGFA
1844,DDX28
1845,PDZD7
1846,CSRP3
1847,TNFRSF8
1848,CSF1
1849,PPP3CA
1850,SORL1
1851,TREM1
1852,CABCOCO1
1853,ESR1
1854,PSEN2
1855,FXYD7
1856,ADTRP
1857,GTF3C1
1858,NFAT5
1859,SH3BP5L
1860,NF2
1861,IDUA
1862,TRIB3
1863,MGAM
1864,GPRC5C
1865,HGS
1866,CENPF
1867,MYO5B
1868,ZBTB21
1869,PHLDB3
1870,OXSR1
1871,ECD
1872,CNNM1
1873,CDC14A
1874,ADGRB2
1875,WDFY3
1876,TNFSF18
1877,DIP2A
1878,ECHS1
1879,METTL3
1880,IKZF3
1881,CCDC61
1882,CIITA
1883,KEL
1884,PRKAA1
1885,TLE6
1886,FLRT3
1887,ESF1
1888,P2RY1
1889,CDHR2
1890,NLRP7
1891,KCNRG
1892,MPHOSPH9
1893,SELENBP1
1894,PRMT8
1895,ACTN4
1896,FGFR2
1897,DAP
1898,FADS2
1899,CDA
1900,IL1B
1901,PZP
1902,KLHDC2
1903,AGTR2
1904,RUNX1
1905,TBC1D8B
1906,PARP15
1907,CNRIP1
1908,ADORA1
1909,NUDT1
1910,CHRNB1
1911,FIBP
1912,AIP
1913,THY1
1914,SVEP1
1915,PIP4K2A
1916,RB1
1917,P4HA1
1918,JDP2
1919,PRPF3
1920,LILRB2
1921,FSTL3
1922,IKBKB
1923,CNOT1
1924,CCNT1
1925,CP
1926,ENOX2
1927,CD47
1928,IL21
1929,CD14
1930,SCRIB
1931,EIF3A
1932,EIF4A3
1933,PIM1
1934,FPR2
1935,SLC2A4
1936,MAPK15
1937,NOSTRIN
1938,DTNBP1
1939,LUC7L
1940,IL13RA1
1941,TMPRSS2
1942,APOBEC3C
1943,WNT3
1944,PMFBP1
1945,TXNDC9
1946,BCL7C
1947,XPNPEP3
1948,CD3EAP
1949,NSD2
1950,CCDC86
1951,PROM1
1952,SELL
1953,RNF26
1954,NEURL4
1955,ASCL2
1956,UBE2I
1957,CDK2
1958,ZNF639
1959,FCGR3B
1960,HOXB4
1961,STK31
1962,CISD2
1963,ELK4
1964,RFC4
1965,APOL3
1966,AFF1
1967,LPCAT1
1968,ZBTB40
1969,DDX58
1970,HEXB
1971,ZBTB25
1972,TNFRSF11B
1973,HOXA10
1974,COL4A1
1975,RTL8C
1976,BAX
1977,MAPK8IP3
1978,FDX1
1979,PORCN
1980,UBASH3B
1981,TNS2
1982,DHX57
1983,GLT8D2
1984,FMN2
1985,NLRP2
1986,EPHA3
1987,HNMT
1988,COBLL1
1989,BCAS3
1990,PGGT1B
1991,FERMT3
1992,YJEFN3
1993,POMT1
1994,TGM2
1995,ADAMTSL3
1996,EP300
1997,EMSY
1998,SNX29
1999,STAT5B
2000,NR2E3
2001,FGF9
2002,DTX1
2003,HSD17B6
2004,CCNB2
2005,HSDL1
2006,RLN1
2007,ANAPC1
2008,CYBB
2009,HOPX
2010,WDHD1
2011,FMC1
2012,SIX1
2013,WDR90
2014,JAK3
2015,CAD
2016,SLC2A3
2017,MAL2
2018,XIAP
2019,RWDD1
2020,MARCO
2021,TRIM23
2022,FMO5
2023,ELAVL1
2024,GJB6
2025,RMDN1
2026,GRHL2
2027,ZNF451
2028,WWOX
2029,RBM19
2030,FOXO3
2031,PRPSAP1
2032,AUNIP
2033,ZC4H2
2034,ERN1
2035,CINP
2036,CD8A
2037,CELSR1
2038,AVPR1B
2039,MAP7D1
2040,SLC23A2
2041,ZSCAN12
2042,HERC6
2043,RNASEH2B
2044,TGFB3
2045,RAI2
2046,RASSF8
2047,JAM2
2048,PLA2G6
2049,PPP2R3A
2050,SLFN11
2051,MYLK2
2052,AMOT
2053,OPTN
2054,HRH2
2055,APP
2056,ERCC2
2057,DMKN
2058,THBS2
2059,TBX15
2060,PARM1
2061,CNTNAP1
2062,SULF1
2063,CDC27
2064,LIPA
2065,ZNF142
2066,DPM1
2067,ADRA2B
2068,VAV1
2069,PGAP1
2070,NR1I2
2071,FOXC2
2072,WEE1
2073,SIRT6
2074,FRAS1
2075,BLOC1S2
2076,TP53BP2
2077,DIO2
2078,KMT2D
2079,KCNK12
2080,TLR1
2081,CRTAC1
2082,ZC3HAV1L
2083,FAS
2084,PTPRM
2085,SF3B3
2086,NDUFA3
2087,FLI1
2088,LEPROTL1
2089,RSPO3
2090,SFSWAP
2091,ERCC3
2092,ADAMTS5
2093,NTN4
2094,TUFM
2095,CHKA
2096,APEX1
2097,SERPINE1
2098,PDCD1
2099,CD109
2100,HRH4
2101,NAT10
2102,MAOB
2103,TCOF1
2104,ELAC2
2105,SLAMF7
2106,KCNK10
2107,BCHE
2108,DNAH9
2109,LRRC32
2110,TMEM209
2111,TNFRSF1A
2112,CR2
2113,CYTH2
2114,CYBC1
2115,CXCR2
2116,CNIH4
2117,TBX5
2118,GHSR
2119,STOML1
2120,DSG3
2121,CDC20
2122,CDK14
2123,KDM6B
2124,ART3
2125,IL12B
2126,PRKAG2
2127,FILIP1L
2128,ANKRD40
2129,BRD4
2130,PANX2
2131,SHC1
2132,TNFSF10
2133,CLN3
2134,WNT2
2135,ARMC5
2136,ROCK2
2137,CD276
2138,SRPX
2139,FOXF1
2140,CXCL12
2141,KNSTRN
2142,TNFRSF13C
2143,RUVBL1
2144,RASA1
2145,KLK6
2146,DOCK9
2147,GIPC2
2148,SPAG1
2149,SLC2A9
2150,KDM4A
2151,DPYSL2
2152,PBX1
2153,BATF
2154,ECPAS
2155,RCOR3
2156,HOXB5
2157,MYH4
2158,WAS
2159,CD1D
2160,MUC5AC
2161,DBR1
2162,PPIC
2163,PDE5A
2164,DOC2A
2165,DAZAP1
2166,MMP13
2167,VSIG4
2168,AP2M1
2169,TBX3
2170,SREBF1
2171,SMARCA4
2172,TYMP
2173,ERG28
2174,DNAJB12
2175,GRM1
2176,CRY2
2177,CAMK2A
2178,XIRP1
2179,CFP
2180,GOLPH3
2181,MYO15A
2182,JMJD4
2183,ABCC1
2184,EYA4
2185,LPAR1
2186,PKHD1
2187,CDH3
2188,STH
2189,NFATC4
2190,UTRN
2191,HSPA8
2192,IL12RB1
2193,IL1RAP
2194,RRM1
2195,PTPDC1
2196,JAM3
2197,PPM1A
2198,TBX19
2199,MX1
2200,OSBP2
2201,YY1AP1
2202,NOL4L
2203,RABL3
2204,MYBBP1A
2205,NONO
2206,CST4
2207,HES4
2208,P2RX1
2209,HTR2A
2210,HECA
2211,TMTC4
2212,GMPS
2213,FAM117B
2214,ATG5
2215,IGFN1
2216,LRP6
2217,MAPK9
2218,PDZK1
2219,ANO3
2220,KCNB1
2221,GNAT3
2222,MLPH
2223,SNX17
2224,MVD
2225,TKTL1
2226,ICOS
2227,SMAP2
2228,PAIP2
2229,TMEM39A
2230,SHLD1
2231,TSPO
2232,COL4A5
2233,NUMA1
2234,RELA
2235,PINK1
2236,SYNGR3
2237,EIF4G1
2238,ERG
2239,ATP7A
2240,ETV5
2241,MMACHC
2242,HNRNPLL
2243,COASY
2244,PLEKHA2
2245,WDR5
2246,IL19
2247,COL10A1
2248,FASN
2249,TLR2
2250,RSPRY1
2251,ZEB1
2252,IDE
2253,RAB5A
2254,TMEM100
2255,TGFB2
2256,APEX2
2257,HTR7
2258,ABCC9
2259,CHRM3
2260,TAC3
2261,ABTB2
2262,HMGCR
2263,CDCA7L
2264,TRAF3
2265,TWSG1
2266,TBX21
2267,MCM6
2268,USP10
2269,MRAP2
2270,EDN1
2271,CCDC57
2272,POLR2B
2273,ISOC2
2274,SSBP3
2275,CD320
2276,SLAMF1
2277,TTC9C
2278,SERPINB9
2279,RPRML
2280,HOXB9
2281,LAIR2
2282,CBX3
2283,CMKLR1
2284,RAD54L
2285,PADI2
2286,NEK1
2287,ZAP70
2288,ADAMDEC1
2289,CHFR
2290,STMN3
2291,IL6R
2292,CYP17A1
2293,ADRA2C
2294,VIPR1
2295,MAPK3
2296,GPR37
2297,VAMP5
2298,AJAP1
2299,YES1
2300,PIK3R2
2301,SLC12A2
2302,KCNH1
2303,ADRA1D
2304,PRAME
2305,CSK
2306,ACACB
2307,CDK3
2308,TOP3B
2309,SEMA3D
2310,MAP4K3
2311,ZNF687
2312,IL2RG
2313,NOTCH1
2314,TOLLIP
2315,RAB7A
2316,ENKUR
2317,TIMP2
2318,NOTCH2
2319,SIN3A
2320,NPC1L1
2321,MAPT
2322,PODXL
2323,SLC11A2
2324,SLC9A1
2325,MAP3K7
2326,SEMA3A
2327,FNDC3A
2328,ZCCHC3
2329,AP3M2
2330,RAG1
2331,PNMA1
2332,PCDH8
2333,PILRA
2334,BDNF
2335,ATXN1L
2336,SBNO1
2337,OXSM
2338,PNP
2339,NAT2
2340,BCAR3
2341,PAPSS1
2342,CLTC
2343,PRF1
2344,CADM3
2345,TAL2
2346,PLVAP
2347,ZNF768
2348,THAP11
2349,ACVR1
2350,EGR2
2351,FZD1
2352,CBL
2353,TICRR
2354,LTK
2355,HSD17B2
2356,CASP7
2357,ANXA10
2358,SLC35E1
2359,PDLIM4
2360,TMEM98
2361,MUTYH
2362,CA12
2363,ESM1
2364,MST1
2365,POLH
2366,BACH2
2367,CORO1B
2368,PLXNB2
2369,CARD10
2370,TRPV1
2371,PRKCG
2372,PTK6
2373,FIP1L1
2374,CMTM5
2375,RELN
2376,BCOR
2377,GJB1
2378,SELE
2379,CSNK2A2
2380,RAVER1
2381,THEMIS
2382,RARB
2383,ALPK3
2384,GPR17
2385,CARD9
2386,DNAI1
2387,CCND3
2388,PCDH20
2389,MSC
2390,CALCRL
2391,DHX34
2392,EPG5
2393,CHRNB4
2394,ATOH7
2395,TNFSF13B
2396,STIL
2397,CYP4F2
2398,STXBP4
2399,FADD
2400,BRSK2
2401,MEGF8
2402,HOXD9
2403,SUGCT
2404,PGAM5
2405,SASH1
2406,EOMES
2407,NOX1
2408,CFL2
2409,PTPRJ
2410,CCL13
2411,RSPH9
2412,GCNT4
2413,RETREG3
2414,GFPT1
2415,SPTBN1
2416,SHARPIN
2417,HTT
2418,ZBTB10
2419,RERG
2420,COL4A2
2421,GRM2
2422,MKNK1
2423,CHIT1
2424,PRKCQ
2425,TMEM200A
2426,IRS2
2427,ALG13
2428,FOLR2
2429,COL5A2
2430,GLRB
2431,STRN4
2432,CD80
2433,SWT1
2434,TOP1
2435,FCRL1
2436,CDK18
2437,REL
2438,ARRB2
2439,KCNJ11
2440,PHF10
2441,KCNAB3
2442,SLC5A3
2443,YY1
2444,SEC16A
2445,C1QTNF9
2446,PLEKHA1
2447,TMEM185A
2448,MKRN2
2449,GBP1
2450,KISS1R
2451,TUBA4A
2452,MS4A1
2453,CFLAR
2454,CHEK2
2455,CDKL1
2456,NXF3
2457,RITA1
2458,GCKR
2459,RELB
2460,PDGFD
2461,MSH2
2462,FKTN
2463,RABL6
2464,SLC9A3R2
2465,GZMH
2466,SDC4
2467,AQP7
2468,CDK7
2469,DMRT2
2470,SIK2
2471,TEDC1
2472,SPPL2A
2473,MICAL2
2474,ENPP3
2475,DAO
2476,KLHL24
2477,KCNMB1
2478,ADNP
2479,SORCS1
2480,PON1
2481,GANAB
2482,HDAC1
2483,TIAM2
2484,NCAM1
2485,ARG1
2486,SLC29A3
2487,LRRC45
2488,PPP4R4
2489,CDK9
2490,F2R
2491,NFE2L3
2492,BUB1
2493,FSIP1
2494,PDCD6
2495,PTGFR
2496,CYP27B1
2497,SNAI2
2498,ADAR
2499,CEMIP2
2500,MON2
2501,NEDD4L
2502,DEK
2503,SLC3A1
2504,CLSTN3
2505,UNC13A
2506,FXR2
2507,AHSG
2508,ADAM28
2509,HYOU1
2510,CABP4
2511,NIPSNAP3A
2512,FAT4
2513,MAN1B1
2514,PHLDA3
2515,XPA
2516,ZCCHC8
2517,CD68
2518,NCR2
2519,MAP2
2520,BECN1
2521,PPP1R1C
2522,HOXC11
2523,MAPK12
2524,CD70
2525,RNF167
2526,UEVLD
2527,KEAP1
2528,DLL1
2529,SH3GLB2
2530,CCDC9
2531,FSTL1
2532,STAB1
2533,UNC5A
2534,IL37
2535,CDKAL1
2536,PRNP
2537,CMYA5
2538,WBP2
2539,RMND1
2540,SLC25A40
2541,SLC2A4RG
2542,STMN2
2543,FOXP1
2544,SART3
2545,WASHC4
2546,TMPO
2547,XRCC4
2548,UFC1
2549,LANCL1
2550,CHD7
2551,CENPB
2552,ITGA4
2553,SNRNP200
2554,PREP
2555,CDK8
2556,SOX1
2557,HFE
2558,SMARCA5
2559,CCDC124
2560,PITHD1
2561,KIAA0408
2562,KCTD20
2563,KHK
2564,PDIA2
2565,ADRB1
2566,SRSF2
2567,BAG6
2568,SKA3
2569,RAD51
2570,DIS3L2
2571,XRCC6
2572,PAK1
2573,PLIN4
2574,SNX27
2575,PAK1IP1
2576,CD27
2577,SOS1
2578,DTNA
2579,CAMK2D
2580,LY9
2581,SLC6A9
2582,CCNB3
2583,RBBP8
2584,MALL
2585,HIF1A
2586,UNC45A
2587,SAPCD2
2588,RTN4IP1
2589,SOX6
2590,TMEM126A
2591,SOX30
2592,NEXN
2593,MTCH2
2594,RASD1
2595,TRAF1
2596,LCK
2597,ZFYVE26
2598,KAT5
2599,NPAT
2600,CDX1
2601,FREM2
2602,ST6GAL1
2603,WDFY4
2604,HNRNPF
2605,MEF2A
2606,NECTIN3
2607,HCN2
2608,IRF3
2609,SLC16A4
2610,NFE2L1
2611,IL2
2612,NLRC5
2613,SNCA
2614,LIMK1
2615,ZNF281
2616,CSF2RB
2617,UHRF1
2618,KHSRP
2619,CACNA2D1
2620,NR1H4
2621,GLRA2
2622,ITM2A
2623,LEF1
2624,NREP
2625,TP63
2626,GPRIN2
2627,DDX6
2628,PDHB
2629,KAT2B
2630,IRAK1
2631,SMARCAL1
2632,BAG3
2633,TMEM164
2634,TNFSF13
2635,MAPK11
2636,PLAT
2637,HOXB7
2638,RC3H2
2639,CLDN1
2640,LILRB4
2641,MCTP2
2642,MRE11
2643,DDB2
2644,PCBP3
2645,SPAG17
2646,CCL20
2647,WASL
2648,GPBP1
2649,GLYR1
2650,FOXP3
2651,KIR2DL4
2652,IL24
2653,CLK3
2654,MYC
2655,CTDSPL
2656,ZGRF1
2657,NNAT
2658,PDCD4
2659,CHODL
2660,SDHA
2661,GPN1
2662,PCDHA4
2663,MYO1B
2664,USP53
2665,DUSP28
2666,HNRNPD
2667,CTNNAL1
2668,KCTD10
2669,PALLD
2670,FRA10AC1
2671,TRO
2672,FHOD1
2673,RAPGEF5
2674,EPHA2
2675,DYNC1H1
2676,HSD11B2
2677,POLB
2678,LAMP2
2679,CDC34
2680,PSPC1
2681,ZBTB49
2682,CD1A
2683,RBMS3
2684,CDK16
2685,WDR74
2686,PHLDB2
2687,PDGFRB
2688,NR5A2
2689,TMEM237
2690,PRDM1
2691,FZD4
2692,MAPK7
2693,SYVN1
2694,CNTN6
2695,SOX5
2696,ARNTL
2697,TICAM2
2698,APMAP
2699,FGF2
2700,IGBP1
2701,SP1
2702,ACACA
2703,PTPN13
2704,MEPCE
2705,PREPL
2706,IL17D
2707,CREB5
2708,ABI3
2709,SHANK3
2710,MMP8
2711,TSPAN7
2712,NTRK1
2713,PDCD1LG2
2714,DSG1
2715,MNS1
2716,MDC1
2717,CCNY
2718,XRCC2
2719,NOS3
2720,ELF4
2721,CDK5RAP1
2722,RIDA
2723,GZMB
2724,HDAC6
2725,CCL14
2726,PRKACA
2727,MDM4
2728,HMGN5
2729,PLEKHB2
2730,SULT1A1
2731,CEP85
2732,KCNJ16
2733,TUBB2A
2734,MXD1
2735,SHBG
2736,STAU1
2737,TERF2
2738,DRD2
2739,CD4
2740,GCNT2
2741,GPR39
2742,HMCN1
2743,ISL1
2744,KL
2745,AOAH
2746,CLPX
2747,PELO
2748,FZR1
2749,COL5A1
2750,EDNRB
2751,SERPINF2
2752,TCF7L2
2753,EFHC1
2754,NDRG2
2755,CCDC141
2756,ACAT1
2757,GRIA1
2758,VSNL1
2759,CSPP1
2760,GRIA2
2761,ITGB2
2762,CD3G
2763,TCERG1L
2764,TNFRSF6B
2765,BCR
2766,SIGIRR
2767,OSM
2768,NRAS
2769,E2F1
2770,TLK1
2771,CARD11
2772,CNDP1
2773,MCM3AP
2774,NLGN3
2775,APTX
2776,TRPC1
2777,RAD18
2778,SERPINA12
2779,FER
2780,HSD17B1
2781,TNFRSF12A
2782,INHA
2783,CCND2
2784,ARID1A
2785,DUOXA2
2786,HBS1L
2787,LMX1B
2788,TUBD1
2789,ZBTB1
2790,PNPLA6
2791,MLF1
2792,GLCCI1
2793,ITGA3
2794,KCNC3
2795,PDGFRA
2796,RASSF2
2797,ALG6
2798,LEPR
2799,NCR1
2800,AARSD1
2801,NR3C2
2802,ALAD
2803,TBXAS1
2804,DLEC1
2805,IFIH1
2806,YTHDC2
2807,CD2
2808,TOX4
2809,ATP6V1H
2810,HDAC9
2811,S1PR1
2812,SMAD3
2813,PTAFR
2814,LMNB1
2815,ATF4
2816,DAZAP2
2817,EMP2
2818,PRKCE
2819,RAB9A
2820,SGCA
2821,ASPM
2822,MELTF
2823,HPRT1
2824,SLC9A3R1
2825,PELP1
2826,CASZ1
2827,DKK1
2828,ENPP2
2829,BARD1
2830,CD93
2831,LAMP1
2832,PPP1CA
2833,MRC1
2834,IGFBP2
2835,RAI14
2836,AMFR
2837,CASP9
2838,ZNF512
2839,RRP1B
2840,TADA2A
2841,RALGPS1
2842,PDCD10
2843,CKAP2
2844,TAP1
2845,UTS2
2846,CCL23
2847,DHCR7
2848,SMPDL3B
2849,EFR3A
2850,EIF1AD
2851,F8
2852,CCT3
2853,PIK3R1
2854,FUS
2855,TELO2
2856,NPTX2
2857,CAMK1
2858,EIPR1
2859,SLCO1B3
2860,RNF121
2861,TRUB1
2862,C5AR1
2863,SFXN1
2864,PTGIR
2865,PMS1
2866,PRRX1
2867,FCGR2A
2868,TDO2
2869,BTAF1
2870,STK33
2871,GDF9
2872,AURKB
2873,MKI67
2874,SNX19
2875,MXRA7
2876,SQSTM1
2877,SRCIN1
2878,CCL18
2879,FMO3
2880,INO80D
2881,EPHA7
2882,IFIT2
2883,GABRG2
2884,IFNGR2
2885,SIRT3
2886,DIS3
2887,FANCI
2888,MAPK8IP2
2889,WRAP73
2890,TAP2
2891,CFB
2892,HUWE1
2893,HOOK3
2894,FUBP3
2895,IL23A
2896,TNC
2897,CFH
2898,SIRT7
2899,GJC1
2900,ACVRL1
2901,SLC5A1
2902,FGF10
2903,ITGB5
2904,GABRB2
2905,BCL2A1
2906,XPO7
2907,ALOX15
2908,HPGD
2909,IPO9
2910,CDK17
2911,NPFFR2
2912,FOLR1
2913,SULF2
2914,BEX2
2915,P4HA3
2916,ARNT
2917,RECQL
2918,MYO1D
2919,RNF112
2920,MST1R
2921,SIAE
2922,RIMS3
2923,CLDN7
2924,RNF128
2925,STAT5A
2926,GRIN2B
2927,COLEC12
2928,GZMK
2929,SRD5A2
2930,ATP1A1
2931,TRIM47
2932,PRDM15
2933,XBP1
2934,ADAM12
2935,PNMA2
2936,PLA2G4A
2937,NGDN
2938,SMAD4
2939,AKR1C3
2940,MSH3
2941,NLRP9
2942,MAP2K1
2943,MAP3K14
2944,PKP2
2945,MLXIP
2946,PEPD
2947,ICA1
2948,PMS2
2949,RNF180
2950,ARHGEF2
2951,DPP4
2952,SPI1
2953,IPO11
2954,PAK2
2955,NINJ1
2956,CCNB1
2957,RHOA
2958,IFI16
2959,ZSCAN26
2960,RHOH
2961,HPSE2
2962,TNNT2
2963,ANP32E
2964,HSPA6
2965,INSRR
2966,LRP1
2967,HRH3
2968,EBF2
2969,BCL2L1
2970,RIC8A
2971,STX1A
2972,BID
2973,APLNR
2974,PTPN1
2975,LATS2
2976,SMARCA1
2977,COL17A1
2978,INKA2
2979,NUTF2
2980,SVIL
2981,NPNT
2982,NOP2
2983,TSSK3
2984,SLC43A2
2985,FNDC5
2986,GABRA5
2987,AIF1L
2988,IRS1
2989,IMMT
2990,MPPED2
2991,TSPAN13
2992,PTX3
2993,SBNO2
2994,WT1
2995,ZFHX3
2996,TNMD
2997,ORAI3
2998,MCAM
2999,CSF1R
3000,CBX5
3001,EHMT2
3002,PGM1
3003,PTGER3
3004,FLT4
3005,WDR37
3006,BCL2L13
3007,ABHD6
3008,RBBP5
3009,PDZD4
3010,DUSP6
3011,RRAS
3012,FBXO42
3013,NUP93
3014,FAM168A
3015,CCNDBP1
3016,TRAF2
3017,PUM3
3018,HCN3
3019,SLC19A1
3020,LRRC3
3021,CYP19A1
3022,LIF
3023,ALDH1B1
3024,HAX1
3025,LTBP2
3026,MYCL
3027,SMARCA2
3028,HSD17B10
3029,TIPARP
3030,SUV39H1
3031,CHRNB3
3032,TMX2
3033,TBXA2R
3034,EPHB2
3035,MDFIC
3036,DEFA6
3037,LPAR5
3038,MED12L
3039,DMBX1
3040,NDRG4
3041,TNKS
3042,STS
3043,CLPTM1L
3044,TEFM
3045,BAK1
3046,SATB1
3047,MPLKIP
3048,KLF5
3049,YTHDF3
3050,GAB2
3051,PICALM
3052,GAL
3053,ZBTB3
3054,SLC15A1
3055,SLC2A1
3056,KIF2A
3057,SLC39A11
3058,ST14
3059,CXCR6
3060,TRPM8
3061,TCFL5
3062,NRF1
3063,CYP20A1
3064,AGO1
3065,ADGRL4
3066,CTH
3067,ZNF829
3068,MSN
3069,SLC39A8
3070,DPT
3071,STK32C
3072,TREML2
3073,SYP
3074,NCEH1
3075,UPK1A
3076,SLC25A17
3077,TDRD3
3078,THAP3
3079,SLC9A3
3080,ELAC1
3081,PTPRU
3082,APPBP2
3083,FLT3
3084,MED12
3085,P4HB
3086,EYA1
3087,VPS50
3088,SUPV3L1
3089,SMPD3
3090,NPPC
3091,PDPN
3092,FAT3
3093,ICAM2
3094,STC2
3095,NRP1
3096,R3HDM2
3097,TERT
3098,RPRM
3099,CLEC6A
3100,HRAS
3101,MTOR
3102,PHF12
3103,NGF
3104,PSMB5
3105,IQSEC1
3106,RASSF4
3107,SF3B1
3108,PITX2
3109,HSPBP1
3110,ZFPL1
3111,CANX
3112,ADGRE5
3113,GLB1
3114,CD163
3115,DRAM1
3116,SLC25A13
3117,DPYD
3118,VAPB
3119,GAB1
3120,SCFD2
3121,HTRA1
3122,IL16
3123,NUSAP1
3124,CUZD1
3125,RECK
3126,TMEM130
3127,GORAB
3128,NRK
3129,TANGO2
3130,SLC40A1
3131,RPAP3
3132,PDE10A
3133,KLF12
3134,FOSL1
3135,MMRN2
3136,RUBCNL
3137,LAMC2
3138,TLR5
3139,UBE2D1
3140,PHLPP1
3141,PHB
3142,CRYGS
3143,VPS4A
3144,FABP7
3145,METRNL
3146,LDLRAD4
3147,SPECC1L
3148,CD40LG
3149,TWIST2
3150,NTF3
3151,PABPC4
3152,SIAH1
3153,REN
3154,NLRP6
3155,DCLK1
3156,KLRK1
3157,ACKR3
3158,MAP1B
3159,SNX8
3160,LIG3
3161,KLK10
3162,ZFYVE21
3163,SAMD5
3164,POMC
3165,COCH
3166,POU2AF1
3167,TRPC3
3168,SEC23B
3169,CD22
3170,NAP1L4
3171,WNT1
3172,CPEB2
3173,AVPR1A
3174,SLC1A3
3175,TPPP
3176,DNM1
3177,TOM1L2
3178,MYOF
3179,DNAH1
3180,ODF2L
3181,MYCN
3182,SPAG6
3183,GPR4
3184,DKC1
3185,BCL7B
3186,CYP7A1
3187,SMPD1
3188,CREB3
3189,PRPH
3190,TSPAN4
3191,PCID2
3192,DNMT3B
3193,PRRT2
3194,ARL4D
3195,ITGA2
3196,TMEM106B
3197,CCL24
3198,ERLIN2
3199,ADAMTS12
3200,ANKS6
3201,CRYBB3
3202,NOS2
3203,CCDC43
3204,TYMS
3205,ERCC1
3206,ME1
3207,TRAFD1
3208,F12
3209,DDX10
3210,IL21R
3211,EPHX1
3212,KCNJ6
3213,TNFSF14
3214,PRDM10
3215,STK32A
3216,CTCFL
3217,DUSP23
3218,ZSCAN16
3219,LGALS8
3220,WDR77
3221,NOD1
3222,GUCY1A2
3223,ATP5F1A
3224,TC2N
3225,MYLK
3226,CYP2C8
3227,AGER
3228,LPAR3
3229,TBRG4
3230,SERPINI2
3231,SMARCB1
3232,CASP8
3233,FGF1
3234,ERRFI1
3235,TK1
3236,NRP2
3237,FAAH
3238,KITLG
3239,PLAGL1
3240,NCOA3
3241,IRGM
3242,TSPAN31
3243,ADAMTS4
3244,TRAF6
3245,EPM2AIP1
3246,TINAGL1
3247,ELMOD1
3248,MYO1E
3249,LAG3
3250,KCNIP2
3251,KPNA1
3252,PLCB1
3253,TMEM120B
3254,JAG1
3255,MAB21L2
3256,BMP2K
3257,KCNT2
3258,FAM126B
3259,TENT5B
3260,CD300A
3261,CYP24A1
3262,MANEA
3263,MVP
3264,TPMT
3265,USP38
3266,NR0B2
3267,MTNR1A
3268,NOS1
3269,DNMT3A
3270,JRK
3271,USF1
3272,ADGRA2
3273,PIKFYVE
3274,ROCK1
3275,FOXP2
3276,EDA
3277,CCL11
3278,FKBP15
3279,ETS1
3280,CDH1
3281,IDO1
3282,ATXN2
3283,CUEDC2
3284,HMOX1
3285,CHRDL2
3286,PTPN5
3287,ADM
3288,FZD3
3289,PRG4
3290,CGRRF1
3291,MMP9
3292,ADAM33
3293,CDC73
3294,PPM1D
3295,APOL1
3296,MAPKAPK2
3297,PPP1R7
3298,MTAP
3299,MAP4K2
3300,FOXD2
3301,TRDC
3302,TRIM27
3303,HTR1D
3304,RTKN2
3305,MSR1
3306,CHEK1
3307,FHL2
3308,IL6
3309,CUBN
3310,FLT3LG
3311,ANKRD17
3312,TSPAN10
3313,PPARD
3314,DHX9
3315,HSPB8
3316,SAMD9
3317,CALR3
